tick,loadFromSimulation,loadFromX,loadFromY,meanLatencyFromY,meanLatencyFromZ,meanAvailabilityFromY,meanAvailabilityFromZ,zCapacity,poolSize,poolUsage,meanQueueWaitTime,queueSize,enqueueCount,queueRejectCount,meanTriesPerRequest,avgCacheAge,hitCount,missCount,cacheSize,meanResponseAge,meanResponseCacheAge,meanResponseP1Availability,meanResponseP2Availability,meanResponseP3Availability,meanResponseP1Latency,meanResponseP2Latency,meanResponseP3Latency,meanResponseGFastLatency,meanResponseGMediumLatency,meanResponseGSlowLatency
7600000,200,200,200,3026.8756218905473,5267.236180904522,0.5572139303482587,1,Infinity,Infinity,-1,0.275,-1,200,0,1,158925.909,-1,-1,-1,164183.9107142857,164183.9107142857,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9846153846156,3504.972602739726
7650000,200,200,200,3032.1507537688444,5283.569306930693,0.49246231155778897,1,Infinity,Infinity,-1,0.29,-1,200,0,1,154800.717,-1,-1,-1,169028.3775510204,169028.3775510204,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.9189189189187
7700000,200,200,200,2992.049751243781,5286.818181818182,0.5373134328358209,1,Infinity,Infinity,-1,0.255,-1,200,0,1,155328.413,-1,-1,-1,157361.61111111112,157361.61111111112,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9841269841268,3504.955223880597
7750000,200,200,200,3029.5,5332.88,0.545,1,Infinity,Infinity,-1,0.315,-1,200,0,1,156762.167,-1,-1,-1,148249.55963302753,148249.55963302753,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.943661971831
7800000,200,200,200,2986.924623115578,5328.26368159204,0.5175879396984925,1,Infinity,Infinity,-1,0.295,-1,200,0,1,155254.916,-1,-1,-1,159717.25242718446,159717.25242718446,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.9375
7850000,200,200,200,2994.5,5382.246231155779,0.525,1,Infinity,Infinity,-1,0.3,-1,200,0,1,154969.33,-1,-1,-1,150694.84761904762,150694.84761904762,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9882352941177,3505
7900000,200,200,200,3011.950248756219,5374.70351758794,0.5323383084577115,1,Infinity,Infinity,-1,0.325,-1,200,0,1,155806.688,-1,-1,-1,152818.7570093458,152818.7570093458,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.8840579710145
7950000,200,200,200,3009.5,5450.365,0.575,1,Infinity,Infinity,-1,0.3,-1,200,0,1,156187.901,-1,-1,-1,166839.34782608695,166839.34782608695,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.945945945946
8000000,200,200,200,2982.0995024875624,5458.0298507462685,0.5024875621890548,1,Infinity,Infinity,-1,0.325,-1,200,0,1,155728.01,-1,-1,-1,143468.1188118812,143468.1188118812,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.921875
8050000,200,200,200,2971.543147208122,5482.955223880597,0.5329949238578681,1,Infinity,Infinity,-1,0.295,-1,200,0,1,157247.556,-1,-1,-1,143646.38095238095,143646.38095238095,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9836065573772,3504.983870967742
8100000,200,200,200,3007,5464.673366834171,0.495,1,Infinity,Infinity,-1,0.335,-1,200,0,1,155651.856,-1,-1,-1,149466.51515151514,149466.51515151514,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.8970588235293
8150000,200,200,200,3024.3880597014927,5537.825,0.582089552238806,1,Infinity,Infinity,-1,0.315,-1,200,0,1,155853.604,-1,-1,-1,160367.00854700856,160367.00854700856,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.9324324324325
8200000,200,200,200,2994.462311557789,5551.646766169154,0.49246231155778897,1,Infinity,Infinity,-1,0.28,-1,200,0,1,155035.799,-1,-1,-1,161909.0612244898,161909.0612244898,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9666666666667,3504.970588235294
8250000,200,200,200,3034.3383084577113,5571.768844221106,0.5422885572139303,1,Infinity,Infinity,-1,0.295,-1,200,0,1,155451.999,-1,-1,-1,158834.4128440367,158834.4128440367,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.9189189189187
8300000,200,200,200,3077.3768844221104,5587.271356783919,0.5226130653266332,1,Infinity,Infinity,-1,0.3,-1,200,0,1,155883.698,-1,-1,-1,147954.52884615384,147954.52884615384,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.972602739726,3504.9102564102564
8350000,200,200,200,3044.079207920792,5583.748743718593,0.504950495049505,1,Infinity,Infinity,-1,0.295,-1,200,0,1,157198.604,-1,-1,-1,152137.45098039217,152137.45098039217,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9850746268658,3504.9473684210525
8400000,200,200,200,3054.763819095477,5599.465346534654,0.4472361809045226,1,Infinity,Infinity,-1,0.28,-1,200,0,1,155780.999,-1,-1,-1,143316.38202247192,143316.38202247192,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.925
8450000,200,200,200,2966.824120603015,5705.417910447762,0.5326633165829145,1,Infinity,Infinity,-1,0.275,-1,200,0,1,155215.596,-1,-1,-1,162806.25471698114,162806.25471698114,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9866666666667,3504.9454545454546
8500000,200,200,200,3061.4059405940593,5693.2040816326535,0.4900990099009901,1,Infinity,Infinity,-1,0.29,-1,200,0,1,155229.633,-1,-1,-1,162996.31313131313,162996.31313131313,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.9146341463415
8550000,200,200,200,2964.5,5728.83,0.53,1,Infinity,Infinity,-1,0.305,-1,200,0,1,155989.89,-1,-1,-1,148298.19811320756,148298.19811320756,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.915254237288
8600000,200,200,200,2941.6984924623116,5739.666666666667,0.592964824120603,1,Infinity,Infinity,-1,0.325,-1,200,0,1,157941.896,-1,-1,-1,152508.2711864407,152508.2711864407,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.877192982456
8650000,200,200,200,3051.7512437810947,5708.391089108911,0.6119402985074627,1,Infinity,Infinity,-1,0.265,-1,200,0,1,160329.739,-1,-1,-1,145857.0406504065,145857.0406504065,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.9189189189187
8700000,200,200,200,2992,5808.336683417086,0.53,1,Infinity,Infinity,-1,0.31,-1,200,0,1,158952.29,-1,-1,-1,170658.68867924527,170658.68867924527,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.9253731343283
8750000,200,200,200,3002,5848.643216080402,0.545,1,Infinity,Infinity,-1,0.28,-1,200,0,1,159412.194,-1,-1,-1,155086.24770642203,155086.24770642203,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.983333333333,3504.957142857143
8800000,200,200,200,2961.59595959596,5855.120603015075,0.5808080808080808,1,Infinity,Infinity,-1,0.31,-1,200,0,1,161030.739,-1,-1,-1,147560.84347826088,147560.84347826088,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.980769230769,3504.9846153846156
8850000,200,200,200,3014.5,5852.104477611941,0.56,1,Infinity,Infinity,-1,0.305,-1,200,0,1,161231.596,-1,-1,-1,161648.67857142858,161648.67857142858,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9846153846156,3504.9285714285716
8900000,200,200,200,3024.2772277227723,5878.788944723618,0.5297029702970297,1,Infinity,Infinity,-1,0.3,-1,200,0,1,160822.939,-1,-1,-1,151426.28037383177,151426.28037383177,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.9466666666667
8950000,200,200,200,3009.5757575757575,5908.316831683168,0.6060606060606061,1,Infinity,Infinity,-1,0.31,-1,200,0,1,162140.139,-1,-1,-1,158218.53333333333,158218.53333333333,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9824561403507,3504.902777777778
9000000,200,200,200,2982.19801980198,5907.422110552764,0.4900990099009901,1,Infinity,Infinity,-1,0.295,-1,200,0,1,160614.745,-1,-1,-1,139489.66666666666,139489.66666666666,NaN,NaN,NaN,NaN,NaN,NaN,2504.987012987013,3005,3504.942028985507
9050000,200,200,200,2971.6969696969695,5962.484848484848,0.5353535353535354,1,Infinity,Infinity,-1,0.28,-1,200,0,1,161244.283,-1,-1,-1,140719.49056603774,140719.49056603774,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.9193548387098
9100000,200,200,200,2989.6237623762377,5998.980099502488,0.5495049504950495,1,Infinity,Infinity,-1,0.25,-1,200,0,1,160858.169,-1,-1,-1,157736.0900900901,157736.0900900901,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9846153846156,3504.9242424242425
9150000,200,200,200,3017.151515151515,5977.965,0.5404040404040404,1,Infinity,Infinity,-1,0.265,-1,200,0,1,159997.562,-1,-1,-1,158508.03738317758,158508.03738317758,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9868421052633,3504.96875
9200000,200,200,200,2972.1492537313434,6037.37,0.5621890547263682,1,Infinity,Infinity,-1,0.305,-1,200,0,1,159740.267,-1,-1,-1,142079.55752212388,142079.55752212388,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.8474576271187
9250000,200,200,200,3012,6041.79802955665,0.575,1,Infinity,Infinity,-1,0.3,-1,200,0,1,158488.869,-1,-1,-1,167928.1739130435,167928.1739130435,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.910447761194
9300000,200,200,200,3022,6118.060606060606,0.565,1,Infinity,Infinity,-1,0.27,-1,200,0,1,158782.326,-1,-1,-1,166403.8761061947,166403.8761061947,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.957142857143,3504.942028985507
9350000,200,200,200,3019.5,6106.869346733668,0.545,1,Infinity,Infinity,-1,0.32,-1,200,0,1,157583.133,-1,-1,-1,147356.43119266056,147356.43119266056,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.8970588235293
9400000,200,200,200,3022.100502512563,6169.673366834171,0.5678391959798995,1,Infinity,Infinity,-1,0.325,-1,200,0,1,157477.629,-1,-1,-1,161300.4336283186,161300.4336283186,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9846153846156,3504.943661971831
9450000,200,200,200,2989.6237623762377,6200.850746268657,0.5198019801980198,1,Infinity,Infinity,-1,0.31,-1,200,0,1,157221.492,-1,-1,-1,147228.2,147228.2,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.9206349206347
9500000,200,200,200,2994.4242424242425,6211.422110552764,0.5050505050505051,1,Infinity,Infinity,-1,0.305,-1,200,0,1,155123.593,-1,-1,-1,159536.26,159536.26,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.968253968254,3504.939393939394
9550000,200,200,200,3019.412935323383,6195.432835820896,0.5223880597014925,1,Infinity,Infinity,-1,0.29,-1,200,0,1,157461.141,-1,-1,-1,130351.97142857143,130351.97142857143,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.9189189189187
9600000,200,200,200,3019.412935323383,6209.845771144279,0.4427860696517413,1,Infinity,Infinity,-1,0.305,-1,200,0,1,152504.729,-1,-1,-1,170049.61797752808,170049.61797752808,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.975,3504.90625
9650000,200,200,200,2994.4242424242425,6256.89898989899,0.5303030303030303,1,Infinity,Infinity,-1,0.32,-1,200,0,1,154209.685,-1,-1,-1,153804.38095238095,153804.38095238095,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9850746268658,3504.921875
9700000,200,200,200,2999.536945812808,6268.70351758794,0.6157635467980296,1,Infinity,Infinity,-1,0.305,-1,200,0,1,157341.835,-1,-1,-1,151755.344,151755.344,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9857142857145,3504.9242424242425
9750000,200,200,200,3024.8426395939086,6291.034653465346,0.5329949238578681,1,Infinity,Infinity,-1,0.3,-1,200,0,1,156159.42,-1,-1,-1,162892.05714285714,162892.05714285714,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.9117647058824
9800000,200,200,200,2997.0495049504952,6357.415,0.5297029702970297,1,Infinity,Infinity,-1,0.275,-1,200,0,1,155255.622,-1,-1,-1,167175.29906542055,167175.29906542055,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9736842105262,3504.8709677419356
9850000,200,200,200,2986.924623115578,6328.115577889447,0.5376884422110553,1,Infinity,Infinity,-1,0.25,-1,200,0,1,155864.322,-1,-1,-1,154561.2429906542,154561.2429906542,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9850746268658,3504.904761904762
9900000,200,200,200,2982,6365.673366834171,0.48,1,Infinity,Infinity,-1,0.295,-1,200,0,1,154820.136,-1,-1,-1,148478.98958333334,148478.98958333334,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9545454545455,3504.904761904762
9950000,200,200,200,3014.5,6403.32,0.605,1,Infinity,Infinity,-1,0.315,-1,200,0,1,157134.646,-1,-1,-1,157943.98347107437,157943.98347107437,NaN,NaN,NaN,NaN,NaN,NaN,2505,3004.9841269841268,3504.9295774647885
10000000,200,200,200,2982.005,6451.420792079208,0.545,1,Infinity,Infinity,-1,0.275,-1,200,0,1,158331.744,-1,-1,-1,141547.3027522936,141547.3027522936,NaN,NaN,NaN,NaN,NaN,NaN,2505,3005,3504.910447761194
