tick,loadFromX,loadFromY,meanLatencyFromY,meanLatencyFromZ,meanAvailabilityFromY,meanAvailabilityFromZ,zCapacity,poolSize,poolUsage,meanQueueWaitTime,queueSize,enqueueCount,queueRejectCount,meanTriesPerRequest,meanResponseP1Availability,meanResponseP2Availability,meanResponseP3Availability,meanResponseP1Latency,meanResponseP2Latency,meanResponseP3Latency,meanResponseGFastLatency,meanResponseGMediumLatency,meanResponseGSlowLatency,meanResponseGFastAvailability,meanResponseGMediumAvailability,meanResponseGSlowAvailability
5000,302,302,211.94809688581316,208.99307958477507,0.8477508650519031,0.8477508650519031,500,28,-1,0.9602649006622517,0,302,0,1,0.8020833333333334,0.9230769230769231,0.8235294117647058,216.35416666666666,217.8901098901099,210.37254901960785,NaN,NaN,NaN,NaN,NaN,NaN
10000,302,302,209.33881578947367,206.3815789473684,0.8651315789473685,0.8651315789473685,500,28,-1,0.9403973509933775,0,302,0,1,0.8705882352941177,0.8640776699029126,0.8620689655172413,206.27058823529413,212.8640776699029,215.83620689655172,NaN,NaN,NaN,NaN,NaN,NaN
15000,302,302,206.58862876254182,203.64882943143812,0.8160535117056856,0.8160535117056856,500,28,-1,0.9403973509933775,0,302,0,1,0.8367346938775511,0.8080808080808081,0.803921568627451,210.68367346938774,211.22222222222223,206.50980392156862,NaN,NaN,NaN,NaN,NaN,NaN
20000,302,302,208.30794701986756,205.30794701986756,0.8311258278145696,0.8311258278145696,500,28,-1,0.9768211920529801,0,302,0,1,0.797979797979798,0.8611111111111112,0.8315789473684211,214.06060606060606,208.61111111111111,210.96842105263158,NaN,NaN,NaN,NaN,NaN,NaN
25000,302,302,215.18211920529802,212.2185430463576,0.8245033112582781,0.8245033112582781,500,28,-1,0.9403973509933775,0,302,0,1,0.8333333333333334,0.8118811881188119,0.8285714285714286,218.33333333333334,216.68316831683168,218.9142857142857,NaN,NaN,NaN,NaN,NaN,NaN
30000,302,302,216.52317880794703,213.57615894039736,0.8410596026490066,0.8410596026490066,500,28,-1,0.9403973509933775,0,302,0,1,0.8495575221238938,0.8372093023255814,0.8349514563106796,218.53097345132744,218.53488372093022,220.83495145631068,NaN,NaN,NaN,NaN,NaN,NaN
35000,302,302,209.45874587458746,206.5115511551155,0.858085808580858,0.858085808580858,500,28,-1,0.9337748344370861,0,302,0,1,0.8849557522123894,0.8217821782178217,0.8651685393258427,214.5486725663717,209.15841584158414,212.86516853932585,NaN,NaN,NaN,NaN,NaN,NaN
40000,302,302,212.06976744186048,209.11960132890366,0.8571428571428571,0.8571428571428571,500,28,-1,0.9337748344370861,0,302,0,1,0.8076923076923077,0.8461538461538461,0.9247311827956989,218.01923076923077,214.22115384615384,212.1505376344086,NaN,NaN,NaN,NaN,NaN,NaN
45000,302,302,211.7796052631579,208.8453947368421,0.8256578947368421,0.8256578947368421,500,28,-1,0.9370860927152318,0,302,0,1,0.8282828282828283,0.8181818181818182,0.8315789473684211,213.66666666666666,216.63636363636363,213.23157894736843,NaN,NaN,NaN,NaN,NaN,NaN
50000,302,302,214.99666666666667,212.03,0.8633333333333333,0.8633333333333333,500,28,-1,0.9470198675496688,0,302,0,1,0.8214285714285714,0.9032258064516129,0.8736842105263158,216.03571428571428,217.19354838709677,220.41052631578947,NaN,NaN,NaN,NaN,NaN,NaN
