,meanAvailabilityFromY,meanAvailabilityFromY,meanAvailabilityFromY,meanAvailabilityFromY,meanAvailabilityFromY,,loadFromY,loadFromY,loadFromY,loadFromY,loadFromY,,meanTriesPerRequest,meanTriesPerRequest,meanTriesPerRequest,meanTriesPerRequest,meanTriesPerRequest,,meanResponseP1Availability,meanResponseP1Availability,meanResponseP1Availability,meanResponseP1Availability,meanResponseP1Availability,,meanResponseP2Availability,meanResponseP2Availability,meanResponseP2Availability,meanResponseP2Availability,meanResponseP2Availability,,meanResponseP3Availability,meanResponseP3Availability,meanResponseP3Availability,meanResponseP3Availability,meanResponseP3Availability,
,A - Naive,F - AsyncCacheLoading,H - Retries,I - AsyncRetries,J - InfiniteRetries,,A - Naive,F - AsyncCacheLoading,H - Retries,I - AsyncRetries,J - InfiniteRetries,,A - Naive,F - AsyncCacheLoading,H - Retries,I - AsyncRetries,J - InfiniteRetries,,A - Naive,F - AsyncCacheLoading,H - Retries,I - AsyncRetries,J - InfiniteRetries,,A - Naive,F - AsyncCacheLoading,H - Retries,I - AsyncRetries,J - InfiniteRetries,,A - Naive,F - AsyncCacheLoading,H - Retries,I - AsyncRetries,J - InfiniteRetries,
2750000,0.05555555555555555,0.465,0.11734693877551021,0.505,0.555,,200,200,576,1089,469,,1,1,1.9667832167832169,3.3826247689463957,8.458422174840086,,0.07936507936507936,0.4307692307692308,0.125,0.4782608695652174,0.35384615384615387,,0.05,0.5652173913043478,0.08955223880597014,0.5483870967741935,0.6746987951807228,,0.03636363636363636,0.3939393939393939,0.13846153846153847,0.4927536231884058,0.6153846153846154,
2800000,0.04477611940298507,0.48,0.08040201005025126,0.535,0.51,,200,200,582,1131,470,,1,1,1.9707401032702236,3.409937888198758,9.268085106382978,,0.058823529411764705,0.46938775510204084,0.09375,0.5,0.3333333333333333,,0.07042253521126761,0.4057971014492754,0.08823529411764706,0.6101694915254238,0.379746835443038,,0,0.5487804878048781,0.05970149253731343,0.5064935064935064,0.8059701492537313,
2850000,0.035,0.46,0.07389162561576355,0.485,0.535,,200,200,585,1167,475,,1,1,1.9863945578231292,3.463456577815993,8.490526315789474,,0.05128205128205128,0.373134328358209,0.09411764705882353,0.4583333333333333,0.3090909090909091,,0,0.484375,0.1016949152542373,0.4852941176470588,0.6515151515151515,,0.05084745762711865,0.5217391304347826,0.01694915254237288,0.5166666666666667,0.5949367088607594,
2900000,0.024875621890547265,0.385,0.015,0.56,0.505,,200,200,596,1175,475,,1,1,1.9983221476510067,3.474086661002549,8.861052631578948,,0.043478260869565216,0.25396825396825395,0.014285714285714285,0.5882352941176471,0.3333333333333333,,0,0.43548387096774194,0.017857142857142856,0.49230769230769234,0.49295774647887325,,0.02702702702702703,0.4533333333333333,0.013513513513513514,0.5970149253731343,0.7592592592592593,
2950000,0.010101010101010102,0.325,0,0.51,0.5,,200,200,601,1190,469,,1,1,1.9966666666666666,3.4743049705139004,10.846481876332623,,0.03225806451612903,0.3333333333333333,0,0.4264705882352941,0.31343283582089554,,0,0.30158730158730157,0,0.5352112676056338,0.5409836065573771,,0,0.3387096774193548,0,0.5737704918032787,0.6388888888888888,
3000000,0,0.38,0,0.54,0.51,,200,200,599,1199,476,,1,1,2.001669449081803,3.5037531276063385,12.668067226890756,,0,0.3728813559322034,0,0.49206349206349204,0.32432432432432434,,0,0.3333333333333333,0,0.5540540540540541,0.5151515151515151,,0,0.41975308641975306,0,0.5714285714285714,0.7333333333333333,
3050000,0,0.335,0.010050251256281407,0.515,0.59,,200,200,598,1196,471,,1,1,1.996649916247906,3.5029190992493744,14.8619957537155,,0,0.36923076923076925,0.014084507042253521,0.4745762711864407,0.3114754098360656,,0,0.3382352941176471,0,0.5217391304347826,0.6140350877192983,,0,0.29850746268656714,0.014705882352941176,0.5416666666666666,0.7804878048780488,
3100000,0,0.27,0.009950248756218905,0.52,0.485,,200,200,599,1187,474,,1,1,2.0016666666666665,3.4822635135135136,16.755274261603375,,0,0.2328767123287671,0,0.5866666666666667,0.24074074074074073,,0,0.3076923076923077,0.013157894736842105,0.4925373134328358,0.5324675324675324,,0,0.27419354838709675,0.014705882352941176,0.46551724137931033,0.6231884057971014,
3150000,0.005025125628140704,0.255,0.02,0.55,0.475,,200,200,595,1176,476,,1,1,1.9932773109243698,3.483925549915398,18.569327731092436,,0,0.20833333333333334,0,0.5357142857142857,0.27586206896551724,,0.014285714285714285,0.26865671641791045,0.037037037037037035,0.4383561643835616,0.3783783783783784,,0,0.29508196721311475,0.0196078431372549,0.676056338028169,0.75,
3200000,0.02,0.205,0.0594059405940594,0.515,0.415,,200,200,588,1138,472,,1,1,1.993220338983051,3.4234154929577465,20.3135593220339,,0,0.2463768115942029,0.045454545454545456,0.4745762711864407,0.12698412698412698,,0.015384615384615385,0.208955223880597,0.08771929824561403,0.5384615384615384,0.4264705882352941,,0.04,0.15625,0.05263157894736842,0.5263157894736842,0.6666666666666666,
3250000,0.04,0.165,0.07142857142857142,0.525,0.37,,200,200,590,1106,477,,1,1,1.969283276450512,3.405234657039711,21.29979035639413,,0.04225352112676056,0.17105263157894737,0.16326530612244897,0.44642857142857145,0.04918032786885246,,0.03225806451612903,0.203125,0.02666666666666667,0.5362318840579711,0.39436619718309857,,0.04477611940298507,0.11666666666666667,0.05555555555555555,0.5733333333333334,0.6323529411764706,
3300000,0.024875621890547265,0.15,0.1407766990291262,0.455,0.265,,200,200,566,1053,469,,1,1,1.9772727272727273,3.3827977315689983,21.904051172707888,,0.01282051282051282,0.20967741935483872,0.1076923076923077,0.47368421052631576,0.034482758620689655,,0,0.11428571428571428,0.189873417721519,0.45714285714285713,0.21951219512195122,,0.06153846153846154,0.1323529411764706,0.11290322580645161,0.4383561643835616,0.55,
3350000,0.04522613065326633,0.22,0.19900497512437812,0.435,0.245,,200,200,564,1063,468,,1,1,1.9592920353982302,3.3380414312617703,21.73076923076923,,0,0.2903225806451613,0.19718309859154928,0.3888888888888889,0,,0.09375,0.17142857142857143,0.25396825396825395,0.4827586206896552,0.15714285714285714,,0.04285714285714286,0.20588235294117646,0.14925373134328357,0.44285714285714284,0.6229508196721312,
3400000,0.125,0.155,0.22110552763819097,0.47,0.22,,200,200,557,1003,474,,1,1,1.9496402877697843,3.294059405940594,20.5126582278481,,0.08450704225352113,0.14705882352941177,0.22535211267605634,0.421875,0,,0.16129032258064516,0.19718309859154928,0.208955223880597,0.45454545454545453,0.0625,,0.13432835820895522,0.11475409836065574,0.22950819672131148,0.5285714285714286,0.5633802816901409,
3450000,0.085,0.09,0.2935323383084577,0.43,0.205,,200,200,551,949,468,,1,1,1.9293478260869565,3.188818565400844,19.004273504273506,,0.11864406779661017,0.1206896551724138,0.2982456140350877,0.4675324675324675,0,,0.07246376811594203,0.08695652173913043,0.34375,0.4307692307692308,0.10666666666666667,,0.06944444444444445,0.0684931506849315,0.25,0.3793103448275862,0.515625,
3500000,0.0945273631840796,0.095,0.2885572139303483,0.36,0.195,,200,200,528,878,482,,1,1,1.9262759924385633,3.0719178082191783,16.585062240663902,,0.09859154929577464,0.08641975308641975,0.3333333333333333,0.34782608695652173,0,,0.11940298507462686,0.09523809523809523,0.30434782608695654,0.3333333333333333,0.034482758620689655,,0.06349206349206349,0.10714285714285714,0.24,0.4,0.49333333333333335,
3550000,0.14,0.105,0.4527363184079602,0.41,0.2,,200,200,495,862,471,,1,1,1.8629032258064515,3.0902857142857143,14.13375796178344,,0.15942028985507245,0.09210526315789473,0.5230769230769231,0.43283582089552236,0,,0.12162162162162163,0.11320754716981132,0.4032258064516129,0.3625,0.01639344262295082,,0.14035087719298245,0.11267605633802817,0.43243243243243246,0.4528301886792453,0.5342465753424658,
3600000,0.17587939698492464,0.12,0.4720812182741117,0.38,0.2,,200,200,495,790,476,,1,1,1.863821138211382,2.9200507614213196,11.789915966386555,,0.15151515151515152,0.22058823529411764,0.4864864864864865,0.36764705882352944,0,,0.14516129032258066,0.07936507936507936,0.4857142857142857,0.38666666666666666,0,,0.22535211267605634,0.057971014492753624,0.4339622641509434,0.38596491228070173,0.5970149253731343,
3650000,0.21890547263681592,0.065,0.5192307692307693,0.415,0.15,,200,200,479,685,484,,1,1,1.8583162217659137,2.7795389048991352,11.084710743801653,,0.19444444444444445,0.09090909090909091,0.5064935064935064,0.39436619718309857,0,,0.23214285714285715,0.06451612903225806,0.49230769230769234,0.3835616438356164,0,,0.2328767123287671,0.03278688524590164,0.5606060606060606,0.48214285714285715,0.4918032786885246,
3700000,0.215,0.135,0.6020408163265306,0.48,0.22,,200,200,463,647,466,,1,1,1.801742919389978,2.6790123456790123,9.444206008583691,,0.21212121212121213,0.1527777777777778,0.6842105263157895,0.509090909090909,0,,0.18421052631578946,0.14545454545454545,0.48214285714285715,0.49333333333333335,0,,0.25862068965517243,0.1095890410958904,0.609375,0.44285714285714284,0.6111111111111112,
3750000,0.24120603015075376,0.18,0.6600985221674877,0.465,0.18,,200,200,416,599,476,,1,1,1.730310262529833,2.583056478405316,7.239495798319328,,0.2077922077922078,0.2,0.6708860759493671,0.5671641791044776,0,,0.3148148148148148,0.1323529411764706,0.6307692307692307,0.43243243243243246,0,,0.22058823529411764,0.20967741935483872,0.6779661016949152,0.3898305084745763,0.5806451612903226,
3800000,0.38308457711442784,0.245,0.7114427860696517,0.55,0.22,,200,200,407,551,471,,1,1,1.7230392156862746,2.421338155515371,4.373673036093418,,0.4,0.31746031746031744,0.6901408450704225,0.5396825396825397,0,,0.37142857142857144,0.19480519480519481,0.7246376811594203,0.47761194029850745,0.07692307692307693,,0.3787878787878788,0.23333333333333334,0.7213114754098361,0.6285714285714286,0.6290322580645161,
3850000,0.33,0.23,0.7128712871287128,0.525,0.225,,200,200,413,498,478,,1,1,1.7373493975903616,2.3266533066132267,2.2594142259414225,,0.375,0.1791044776119403,0.7073170731707317,0.5365853658536586,0,,0.2571428571428571,0.2345679012345679,0.782608695652174,0.5862068965517241,0.14705882352941177,,0.3620689655172414,0.28846153846153844,0.6274509803921569,0.45,0.603448275862069,
3900000,0.39,0.28,0.815,0.51,0.43,,200,200,381,494,470,,1,1,1.6404199475065617,2.26,2.65531914893617,,0.4098360655737705,0.3050847457627119,0.9104477611940298,0.48148148148148145,0,,0.44285714285714284,0.2972972972972973,0.7536231884057971,0.47126436781609193,0.36764705882352944,,0.3188405797101449,0.23880597014925373,0.78125,0.5932203389830508,0.8714285714285714,
3950000,0.46,0.24,0.826530612244898,0.56,0.34,,200,200,374,426,473,,1,1,1.6324324324324324,2.0046838407494145,2.854122621564482,,0.4605263157894737,0.15714285714285714,0.859375,0.5,0.01282051282051282,,0.46835443037974683,0.26153846153846155,0.84,0.6197183098591549,0.37037037037037035,,0.4444444444444444,0.3076923076923077,0.7719298245614035,0.547945205479452,0.6911764705882353,
4000000,0.455,0.315,0.8308457711442786,0.565,0.5,,200,200,375,431,475,,1,1,1.6436170212765957,2.037037037037037,1.5957894736842104,,0.4626865671641791,0.26582278481012656,0.71875,0.5283018867924528,0.16129032258064516,,0.4520547945205479,0.3382352941176471,0.8260869565217391,0.6585365853658537,0.5352112676056338,,0.45,0.3584905660377358,0.9411764705882353,0.47692307692307695,0.7761194029850746,
4050000,0.5276381909547738,0.375,0.8676470588235294,0.575,0.47,,200,200,350,371,476,,1,1,1.5819209039548023,1.7849462365591398,1.8928571428571428,,0.5,0.39622641509433965,0.9,0.5466666666666666,0.23728813559322035,,0.5416666666666666,0.42857142857142855,0.8840579710144928,0.6,0.5287356321839081,,0.5373134328358209,0.3116883116883117,0.8153846153846154,0.5833333333333334,0.6296296296296297,
4100000,0.6218905472636815,0.43,0.9261083743842364,0.485,0.62,,200,200,335,338,472,,1,1,1.5207100591715976,1.697674418604651,2.082627118644068,,0.6956521739130435,0.46774193548387094,0.8961038961038961,0.5342465753424658,0.484375,,0.5538461538461539,0.35384615384615387,0.9310344827586207,0.4090909090909091,0.6721311475409836,,0.6119402985074627,0.4657534246575342,0.9558823529411765,0.5081967213114754,0.6933333333333334,
4150000,0.5979899497487438,0.46,0.935,0.545,0.555,,200,200,312,313,396,,1,1,1.4647435897435896,1.52442996742671,2.0024691358024693,,0.6231884057971014,0.46153846153846156,0.9375,0.5915492957746479,0.4838709677419355,,0.625,0.45161290322580644,0.8923076923076924,0.55,0.5483870967741935,,0.5540540540540541,0.4666666666666667,0.971830985915493,0.4927536231884058,0.618421052631579,
4200000,0.6865671641791045,0.42,0.9502487562189055,0.57,0.575,,200,200,297,329,334,,1,1,1.4261744966442953,1.7005988023952097,1.751497005988024,,0.7402597402597403,0.3382352941176471,0.9838709677419355,0.5616438356164384,0.5901639344262295,,0.7142857142857143,0.44642857142857145,0.9264705882352942,0.6438356164383562,0.6376811594202898,,0.6029411764705882,0.47368421052631576,0.9436619718309859,0.48148148148148145,0.5,
4250000,0.6766169154228856,0.5,0.98,0.485,0.565,,200,200,290,289,310,,1,1,1.3793103448275863,1.4068965517241379,1.60828025477707,,0.6865671641791045,0.5254237288135594,0.9594594594594594,0.47058823529411764,0.5964912280701754,,0.6891891891891891,0.4507042253521127,0.984375,0.5394736842105263,0.6857142857142857,,0.65,0.5285714285714286,1,0.4383561643835616,0.4246575342465753,
4300000,0.7135678391959799,0.505,0.9850746268656716,0.585,0.53,,200,200,271,301,273,,1,1,1.3272058823529411,1.4466666666666668,1.335820895522388,,0.7466666666666667,0.38333333333333336,0.9855072463768116,0.59375,0.5454545454545454,,0.6774193548387096,0.5949367088607594,0.9692307692307692,0.6176470588235294,0.4810126582278481,,0.7096774193548387,0.5081967213114754,1,0.5441176470588235,0.5757575757575758,
4350000,0.805,0.565,0.9801980198019802,0.505,0.55,,200,200,266,265,279,,1,1,1.3097014925373134,1.3271375464684014,1.3894736842105264,,0.7692307692307693,0.5428571428571428,0.9692307692307692,0.5166666666666667,0.5967741935483871,,0.8333333333333334,0.6065573770491803,0.971830985915493,0.5138888888888888,0.5405405405405406,,0.8115942028985508,0.5507246376811594,1,0.4852941176470588,0.515625,
4400000,0.82,0.485,0.9949748743718593,0.5,0.525,,200,200,248,257,251,,1,1,1.2267206477732793,1.253968253968254,1.2983870967741935,,0.828125,0.48148148148148145,1,0.417910447761194,0.5294117647058824,,0.7837837837837838,0.4605263157894737,1,0.5185185185185185,0.4444444444444444,,0.8548387096774194,0.5142857142857142,0.987012987012987,0.5569620253164557,0.5942028985507246,
4450000,0.8090452261306532,0.485,1,0.555,0.515,,200,200,241,250,241,,1,1,1.1715481171548117,1.2749003984063745,1.242798353909465,,0.7733333333333333,0.4691358024691358,1,0.5466666666666666,0.4262295081967213,,0.828125,0.5074626865671642,1,0.5409836065573771,0.532258064516129,,0.8333333333333334,0.4807692307692308,1,0.578125,0.5714285714285714,
4500000,0.855,0.55,0.9950980392156863,0.555,0.485,,200,200,240,228,244,,1,1,1.2049180327868851,1.1508620689655173,1.2285714285714286,,0.863013698630137,0.6428571428571429,1,0.5970149253731343,0.4852941176470588,,0.8135593220338984,0.45161290322580644,0.9873417721518988,0.5161290322580645,0.5064935064935064,,0.8823529411764706,0.5441176470588235,1,0.5492957746478874,0.45454545454545453,
4550000,0.89,0.555,1,0.55,0.545,,200,200,230,232,228,,1,1,1.1194690265486726,1.1630901287553648,1.1233480176211454,,0.8769230769230769,0.5522388059701493,1,0.4931506849315068,0.4696969696969697,,0.8888888888888888,0.5151515151515151,1,0.5555555555555556,0.5774647887323944,,0.9047619047619048,0.5970149253731343,1,0.609375,0.5873015873015873,
4600000,0.8844221105527639,0.565,1,0.575,0.55,,200,200,233,221,220,,1,1,1.1694915254237288,1.1221719457013575,1.1306306306306306,,0.9014084507042254,0.5166666666666667,1,0.5352112676056338,0.6233766233766234,,0.875,0.5584415584415584,1,0.6119402985074627,0.5245901639344263,,0.875,0.6190476190476191,1,0.5806451612903226,0.4838709677419355,
4650000,0.9211822660098522,0.505,1,0.48,0.485,,200,200,220,219,217,,1,1,1.0950226244343892,1.0863636363636364,1.087557603686636,,0.9142857142857143,0.5166666666666667,1,0.5737704918032787,0.43478260869565216,,0.9032258064516129,0.582089552238806,1,0.4375,0.5454545454545454,,0.9436619718309859,0.4246575342465753,1,0.44,0.47692307692307695,
4700000,0.9438775510204082,0.52,1,0.445,0.52,,200,200,217,212,219,,1,1,1.087962962962963,1.052132701421801,1.08675799086758,,0.9354838709677419,0.4230769230769231,1,0.49122807017543857,0.48484848484848486,,0.9642857142857143,0.5342465753424658,1,0.4461538461538462,0.6231884057971014,,0.9358974358974359,0.5733333333333334,1,0.41025641025641024,0.4461538461538462,
4750000,0.9458128078817734,0.565,0.9950248756218906,0.55,0.565,,200,200,211,207,212,,1,1,1.0566037735849056,1.038647342995169,1.0657276995305165,,1,0.5606060606060606,0.9827586206896551,0.5897435897435898,0.5454545454545454,,0.9166666666666666,0.6231884057971014,1,0.532258064516129,0.609375,,0.9245283018867925,0.5076923076923077,1,0.5166666666666667,0.5423728813559322,
4800000,0.97,0.52,1,0.55,0.52,,200,200,205,206,206,,1,1,1.0292682926829269,1.024390243902439,1.029126213592233,,0.9577464788732394,0.5714285714285714,1,0.47619047619047616,0.47540983606557374,,0.9682539682539683,0.5833333333333334,1,0.5972222222222222,0.5394736842105263,,0.9848484848484849,0.42857142857142855,1,0.5692307692307692,0.5396825396825397,
4850000,0.9899497487437185,0.61,1,0.5,0.52,,200,200,208,203,207,,1,1,1.037914691943128,1.0195121951219512,1.0336538461538463,,0.9846153846153847,0.6031746031746031,1,0.5217391304347826,0.5522388059701493,,0.9836065573770492,0.53125,1,0.39436619718309857,0.53125,,1,0.684931506849315,1,0.6,0.4782608695652174,
4900000,0.995,0.535,1,0.55,0.55,,200,200,200,204,205,,1,1,1,1.019704433497537,1.024390243902439,,1,0.5675675675675675,1,0.5223880597014925,0.47058823529411764,,0.9841269841269841,0.5428571428571428,1,0.5666666666666667,0.5967741935483871,,1,0.48214285714285715,1,0.5616438356164384,0.5857142857142857,
4950000,1,0.545,1,0.48,0.49,,200,200,200,200,200,,1,1,1,1,1,,1,0.4788732394366197,1,0.5396825396825397,0.5180722891566265,,1,0.5571428571428572,1,0.5142857142857142,0.4262295081967213,,1,0.6101694915254238,1,0.3880597014925373,0.5178571428571429,
5000000,1,0.58,1,0.48,0.565,,200,200,200,200,200,,1,1,1,1,1,,1,0.5882352941176471,1,0.4406779661016949,0.55,,1,0.49019607843137253,1,0.509090909090909,0.6060606060606061,,1,0.6296296296296297,1,0.4883720930232558,0.5405405405405406,
5050000,1,0.565,1,0.525,0.55,,200,200,200,200,200,,1,1,1,1,1,,1,0.5396825396825397,1,0.5084745762711864,0.5714285714285714,,1,0.52,1,0.5074626865671642,0.5131578947368421,,1,0.6451612903225806,1,0.5540540540540541,0.574468085106383,
5100000,0.9951456310679612,0.53,1,0.535,0.565,,200,200,201,201,201,,1,1,1,1.005,1.0049261083743843,,1,0.4594594594594595,1,0.47692307692307695,0.5098039215686274,,1,0.5428571428571428,1,0.4925373134328358,0.5714285714285714,,0.9868421052631579,0.6071428571428571,1,0.6323529411764706,0.5972222222222222,
5150000,0.9847715736040609,0.535,1,0.575,0.51,,200,200,203,204,202,,1,1,1.0195121951219512,1.0196078431372548,1.0099502487562189,,0.9836065573770492,0.4918032786885246,1,0.6307692307692307,0.5737704918032787,,0.9859154929577465,0.5538461538461539,1,0.5797101449275363,0.4520547945205479,,0.9846153846153847,0.5540540540540541,1,0.5151515151515151,0.5151515151515151,
5200000,0.98,0.515,1,0.535,0.495,,200,200,204,208,202,,1,1,1.0196078431372548,1.0382775119617225,1.00990099009901,,0.9736842105263158,0.527027027027027,1,0.5507246376811594,0.5070422535211268,,0.9672131147540983,0.43859649122807015,1,0.47540983606557374,0.5441176470588235,,1,0.5652173913043478,1,0.5714285714285714,0.4262295081967213,
5250000,0.9849246231155779,0.56,1,0.47,0.54,,200,200,208,208,203,,1,1,1.0384615384615385,1.038647342995169,1.0148514851485149,,1,0.6666666666666666,1,0.41333333333333333,0.5,,0.967741935483871,0.4864864864864865,1,0.45161290322580644,0.5416666666666666,,0.987012987012987,0.5396825396825397,1,0.5555555555555556,0.5806451612903226,
5300000,0.9554455445544554,0.545,1,0.525,0.53,,200,200,204,213,207,,1,1,1.019704433497537,1.060747663551402,1.0338164251207729,,0.9459459459459459,0.5671641791044776,1,0.5,0.5223880597014925,,0.96875,0.45901639344262296,1,0.5714285714285714,0.5142857142857142,,0.953125,0.5972222222222222,1,0.5142857142857142,0.5555555555555556,
5350000,0.95,0.595,1,0.54,0.5,,200,200,213,209,211,,1,1,1.0430622009569377,1.0430622009569377,1.0471698113207548,,0.9710144927536232,0.6,1,0.6101694915254238,0.5068493150684932,,0.9393939393939394,0.5975609756097561,1,0.5217391304347826,0.5671641791044776,,0.9384615384615385,0.5862068965517241,1,0.5,0.4166666666666667,
5400000,0.9095477386934674,0.53,0.9950980392156863,0.54,0.55,,200,200,220,217,213,,1,1,1.1205357142857142,1.0740740740740742,1.061611374407583,,0.8688524590163934,0.524390243902439,0.9850746268656716,0.515625,0.515625,,0.922077922077922,0.5522388059701493,1,0.5205479452054794,0.5675675675675675,,0.9344262295081968,0.5098039215686274,1,0.5873015873015873,0.5645161290322581,
5450000,0.9195979899497487,0.495,0.9949748743718593,0.5,0.565,,200,200,225,227,218,,1,1,1.1160714285714286,1.1491228070175439,1.087962962962963,,0.9830508474576272,0.5223880597014925,1,0.5416666666666666,0.5588235294117647,,0.8717948717948718,0.5125,0.9841269841269841,0.5614035087719298,0.5555555555555556,,0.9193548387096774,0.4339622641509434,1,0.4084507042253521,0.5833333333333334,
5500000,0.915,0.575,1,0.51,0.45,,200,200,225,228,234,,1,1,1.1353711790393013,1.1371681415929205,1.1638655462184875,,0.9411764705882353,0.5735294117647058,1,0.6037735849056604,0.4383561643835616,,0.9041095890410958,0.6190476190476191,1,0.4383561643835616,0.4827586206896552,,0.8983050847457628,0.5362318840579711,1,0.5135135135135135,0.43478260869565216,
5550000,0.85,0.565,1,0.54,0.55,,200,200,234,238,243,,1,1,1.1521739130434783,1.1924686192468619,1.225,,0.9193548387096774,0.5606060606060606,1,0.5522388059701493,0.5283018867924528,,0.8285714285714286,0.6086956521739131,1,0.5333333333333333,0.589041095890411,,0.8088235294117647,0.5230769230769231,1,0.5342465753424658,0.527027027027027,
5600000,0.7960199004975125,0.57,1,0.505,0.485,,200,200,248,244,249,,1,1,1.2289156626506024,1.2240663900414939,1.2329317269076305,,0.8208955223880597,0.5070422535211268,1,0.4745762711864407,0.3939393939393939,,0.7571428571428571,0.6176470588235294,1,0.4696969696969697,0.5,,0.8125,0.5901639344262295,1,0.56,0.5606060606060606,
5650000,0.765,0.52,0.9899497487437185,0.505,0.535,,200,200,258,264,252,,1,1,1.264591439688716,1.3320754716981131,1.2409638554216869,,0.7777777777777778,0.53125,0.9705882352941176,0.46875,0.4915254237288136,,0.8028169014084507,0.578125,1,0.49122807017543857,0.6451612903225806,,0.7121212121212122,0.4583333333333333,1,0.5443037974683544,0.4810126582278481,
5700000,0.765,0.475,0.9849246231155779,0.5,0.49,,200,200,263,265,261,,1,1,1.3015267175572518,1.3155893536121672,1.2992424242424243,,0.7142857142857143,0.5384615384615384,0.9508196721311475,0.47619047619047616,0.582089552238806,,0.7719298245614035,0.48148148148148145,1,0.4909090909090909,0.42028985507246375,,0.8082191780821918,0.39705882352941174,1,0.524390243902439,0.46875,
5750000,0.69,0.505,0.9850746268656716,0.55,0.52,,200,200,276,279,276,,1,1,1.3285198555956679,1.3790613718411553,1.3722627737226278,,0.6811594202898551,0.5223880597014925,0.9850746268656716,0.5636363636363636,0.6060606060606061,,0.6935483870967742,0.49295774647887325,1,0.5,0.47692307692307695,,0.6956521739130435,0.5,0.971830985915493,0.5915492957746479,0.4782608695652174,
5800000,0.681592039800995,0.515,0.9692307692307692,0.555,0.515,,200,200,288,293,288,,1,1,1.3498233215547704,1.4511784511784511,1.4105263157894736,,0.7014925373134329,0.4857142857142857,0.96875,0.582089552238806,0.4868421052631579,,0.7123287671232876,0.5588235294117647,0.971830985915493,0.5538461538461539,0.5076923076923077,,0.6229508196721312,0.5,0.9666666666666667,0.5294117647058824,0.559322033898305,
5850000,0.6040609137055838,0.605,0.9402985074626866,0.475,0.535,,200,200,326,320,329,,1,1,1.4954128440366972,1.5457413249211356,1.6134969325153374,,0.6212121212121212,0.5606060606060606,0.984375,0.45454545454545453,0.5125,,0.56,0.6,0.9491525423728814,0.4807692307692308,0.5263157894736842,,0.6428571428571429,0.65625,0.8974358974358975,0.49295774647887325,0.5714285714285714,
5900000,0.5771144278606966,0.535,0.91,0.545,0.51,,200,200,318,339,364,,1,1,1.4874213836477987,1.7159763313609468,1.7382920110192837,,0.6027397260273972,0.6206896551724138,0.9230769230769231,0.4807692307692308,0.5245901639344263,,0.5735294117647058,0.4927536231884058,0.8947368421052632,0.5194805194805194,0.43902439024390244,,0.55,0.5068493150684932,0.9152542372881356,0.6197183098591549,0.5964912280701754,
5950000,0.527363184079602,0.55,0.9289340101522843,0.495,0.5,,200,200,335,358,352,,1,1,1.5210843373493976,1.7605633802816902,1.8112676056338028,,0.5142857142857142,0.5223880597014925,0.9047619047619048,0.42857142857142855,0.47058823529411764,,0.6031746031746031,0.5245901639344263,0.9436619718309859,0.5245901639344263,0.5441176470588235,,0.47058823529411764,0.5972222222222222,0.9365079365079365,0.5483870967741935,0.484375,
6000000,0.5829145728643216,0.535,0.895,0.48,0.51,,200,200,346,369,387,,1,1,1.546242774566474,1.7956403269754768,1.8398950131233596,,0.640625,0.5283018867924528,0.8970588235294118,0.4482758620689655,0.43243243243243246,,0.5757575757575758,0.6025641025641025,0.8888888888888888,0.43243243243243246,0.6,,0.5362318840579711,0.463768115942029,0.8985507246376812,0.5588235294117647,0.5151515151515151,
6050000,0.43283582089552236,0.53,0.8434343434343434,0.53,0.535,,200,200,359,417,415,,1,1,1.5938375350140057,1.896135265700483,2.0217391304347827,,0.32075471698113206,0.5616438356164384,0.8169014084507042,0.5151515151515151,0.5538461538461539,,0.5428571428571428,0.5714285714285714,0.8524590163934426,0.49230769230769234,0.4927536231884058,,0.41025641025641024,0.43859649122807015,0.8636363636363636,0.5797101449275363,0.5606060606060606,
6100000,0.445,0.515,0.8190954773869347,0.56,0.575,,200,200,363,443,455,,1,1,1.6187845303867403,2.1,2.3479212253829322,,0.43243243243243246,0.5625,0.8153846153846154,0.6285714285714286,0.6268656716417911,,0.39344262295081966,0.5068493150684932,0.828125,0.5333333333333333,0.5714285714285714,,0.5076923076923077,0.47619047619047616,0.8142857142857143,0.5142857142857142,0.5238095238095238,
6150000,0.3781094527363184,0.525,0.8137254901960784,0.46,0.525,,200,200,393,478,473,,1,1,1.6775818639798488,2.2136929460580914,2.529787234042553,,0.31343283582089554,0.5692307692307692,0.835820895522388,0.4634146341463415,0.49230769230769234,,0.4857142857142857,0.4716981132075472,0.7887323943661971,0.4533333333333333,0.609375,,0.328125,0.524390243902439,0.8181818181818182,0.46511627906976744,0.4788732394366197,
6200000,0.36180904522613067,0.49,0.766497461928934,0.575,0.5,,200,200,410,498,472,,1,1,1.692874692874693,2.3070707070707073,2.468220338983051,,0.4262295081967213,0.5079365079365079,0.7619047619047619,0.5507246376811594,0.52,,0.36,0.5294117647058824,0.7352941176470589,0.5846153846153846,0.5,,0.30158730158730157,0.43478260869565216,0.803030303030303,0.5909090909090909,0.4727272727272727,
6250000,0.35,0.495,0.7222222222222222,0.54,0.51,,200,200,418,516,477,,1,1,1.7331730769230769,2.3560311284046693,2.5681341719077566,,0.3770491803278688,0.4788732394366197,0.7692307692307693,0.5833333333333334,0.4861111111111111,,0.3333333333333333,0.46875,0.6451612903225806,0.4861111111111111,0.4838709677419355,,0.34177215189873417,0.5384615384615384,0.7464788732394366,0.5588235294117647,0.5606060606060606,
