,meanLatencyFromY,meanLatencyFromY,meanLatencyFromY,meanLatencyFromY,,meanAvailabilityFromY,meanAvailabilityFromY,meanAvailabilityFromY,meanAvailabilityFromY,,meanResponseGFastAvailability,meanResponseGFastAvailability,meanResponseGFastAvailability,meanResponseGFastAvailability,,meanResponseGMediumAvailability,meanResponseGMediumAvailability,meanResponseGMediumAvailability,meanResponseGMediumAvailability,,meanResponseGSlowAvailability,meanResponseGSlowAvailability,meanResponseGSlowAvailability,meanResponseGSlowAvailability,,meanResponseGFastLatency,meanResponseGFastLatency,meanResponseGFastLatency,meanResponseGFastLatency,,meanResponseGMediumLatency,meanResponseGMediumLatency,meanResponseGMediumLatency,meanResponseGMediumLatency,,meanResponseGSlowLatency,meanResponseGSlowLatency,meanResponseGSlowLatency,meanResponseGSlowLatency,
,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,
3200000,4638.653465346535,2242.5346534653463,2,3017,,1,1,0.53,0.56,,,NaN,,0.6,,,NaN,,0.5,,,NaN,,0.5909090909090909,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9864864864867,,NaN,NaN,NaN,3504.939393939394,
3250000,4034.392156862745,1838.612745098039,2,3007.025125628141,,1,1,0.55,0.5226130653266332,,,NaN,,0.5074626865671642,,,NaN,,0.5555555555555556,,,NaN,,0.5072463768115942,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9523809523807,,NaN,NaN,NaN,3504.8985507246375,
3300000,3513.995,1646.8333333333333,2,2929.5,,1,1,0.605,0.67,,,NaN,,0.6265060240963856,,,NaN,,0.6031746031746031,,,NaN,,0.8148148148148148,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.8888888888887,
3350000,3004,1495.49,2,3062,,1,1,0.57,0.77,,,NaN,,0.6181818181818182,,,NaN,,0.7424242424242424,,,NaN,,0.8987341772151899,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.969696969697,,NaN,NaN,NaN,3504.9240506329115,
3400000,2672.5,1360.6206896551723,2,3009.4626865671644,,1,1,0.515,0.835820895522388,,,NaN,,0.6176470588235294,,,NaN,,0.9032258064516129,,,NaN,,0.9859154929577465,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9014084507044,
3450000,2507.5,1174.275,2,2989.5,,1,1,0.58,0.9,,,NaN,,0.8,,,NaN,,0.9066666666666666,,,NaN,,1,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.7833333333333,
3500000,2427.8805970149256,1142.7272727272727,2,2994.462311557789,,1,1,0.5,0.9045226130653267,,,NaN,,0.7313432835820896,,,NaN,,0.9852941176470589,,,NaN,,1,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.796875,
3550000,2581.7727272727275,1198.825,2,2977,,1,1,0.6,0.845,,,NaN,,0.6533333333333333,,,NaN,,0.9166666666666666,,,NaN,,1,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.876923076923,
3600000,2892.4422110552764,1400.929648241206,2,3027.1256281407036,,1,1,0.575,0.8040201005025126,,,NaN,,0.5806451612903226,,,NaN,,0.8307692307692308,,,NaN,,0.9722222222222222,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9444444444443,
3650000,3293.8477157360408,1413.686567164179,2,3039.313432835821,,1,1,0.53,0.6467661691542289,,,NaN,,0.532258064516129,,,NaN,,0.5161290322580645,,,NaN,,0.8441558441558441,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.983870967742,,NaN,NaN,NaN,3504.8571428571427,
3700000,3740.868686868687,1773.4925373134329,2,2977,,1,1,0.525,0.545,,,NaN,,0.5138888888888888,,,NaN,,0.45454545454545453,,,NaN,,0.6774193548387096,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9848484848485,,NaN,NaN,NaN,3504.9032258064517,
3750000,4352.24120603015,2030.5230769230768,2,2994.5,,1,1,0.5,0.535,,,NaN,,0.546875,,,NaN,,0.5733333333333334,,,NaN,,0.47540983606557374,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9866666666667,,NaN,NaN,NaN,3504.9180327868853,
3800000,4935.818181818182,2496.5544554455446,2,2977.1243781094527,,1,1,0.475,0.5920398009950248,,,NaN,,0.5507246376811594,,,NaN,,0.6575342465753424,,,NaN,,0.559322033898305,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.898305084746,
3850000,5529.62311557789,2723.030150753769,2,3022.2020202020203,,1,1,0.5,0.5555555555555556,,,NaN,,0.6290322580645161,,,NaN,,0.5606060606060606,,,NaN,,0.4857142857142857,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9848484848485,,NaN,NaN,NaN,3504.9285714285716,
3900000,6114.2040816326535,2766.741116751269,2,3039.313432835821,,1,1,0.49,0.5223880597014925,,,NaN,,0.41818181818181815,,,NaN,,0.5657894736842105,,,NaN,,0.5571428571428572,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.942857142857,
3950000,6615.167512690356,2985.5177664974617,2,3014.4378109452737,,1,1,0.5,0.4925373134328358,,,NaN,,0.4576271186440678,,,NaN,,0.5,,,NaN,,0.515625,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9375,
4000000,7031.638190954774,3096.8217821782177,2,2981.7979797979797,,1,1,0.55,0.4595959595959596,,,NaN,,0.4383561643835616,,,NaN,,0.45,,,NaN,,0.49230769230769234,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9692307692308,
4050000,7326.110552763819,3293.256281407035,2,3042,,1,1,0.47,0.535,,,NaN,,0.5849056603773585,,,NaN,,0.5512820512820513,,,NaN,,0.4782608695652174,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.927536231884,
4100000,7409.995,3903.5841584158416,2,2979.6119402985073,,1,1,0.52,0.5920398009950248,,,NaN,,0.5972222222222222,,,NaN,,0.6060606060606061,,,NaN,,0.5714285714285714,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9848484848485,,NaN,NaN,NaN,3504.904761904762,
4150000,7444.796019900497,4000,2,2939.185929648241,,1,1,0.48,0.5226130653266332,,,NaN,,0.5,,,NaN,,0.5694444444444444,,,NaN,,0.49019607843137253,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.901960784314,
4200000,7173,3706.885167464115,2,2987.0746268656717,,1,1,0.565,0.5373134328358209,,,NaN,,0.6351351351351351,,,NaN,,0.5084745762711864,,,NaN,,0.45588235294117646,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9661016949153,,NaN,NaN,NaN,3504.926470588235,
4250000,6880.237623762377,2982.8984771573605,2,2971.8492462311556,,1,1,0.54,0.49748743718592964,,,NaN,,0.44776119402985076,,,NaN,,0.5064935064935064,,,NaN,,0.5454545454545454,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.987012987013,,NaN,NaN,NaN,3504.927272727273,
4300000,6495.176470588235,3222.3880597014927,2,3044.079207920792,,1,1,0.48,0.47029702970297027,,,NaN,,0.45901639344262296,,,NaN,,0.47619047619047616,,,NaN,,0.47435897435897434,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.948717948718,
4350000,5894.049751243781,2718.1732673267325,2,3082.808080808081,,1,1,0.515,0.5656565656565656,,,NaN,,0.6326530612244898,,,NaN,,0.5147058823529411,,,NaN,,0.5679012345679012,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.962962962963,
4400000,5320.336633663366,2574.286432160804,2,3016.9253731343283,,1,1,0.535,0.5323383084577115,,,NaN,,0.5161290322580645,,,NaN,,0.5915492957746479,,,NaN,,0.4852941176470588,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.985294117647,
4450000,4705.970443349754,2064.6237623762377,2,2989.5,,1,1,0.53,0.51,,,NaN,,0.5757575757575758,,,NaN,,0.4657534246575342,,,NaN,,0.4918032786885246,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.972602739726,,NaN,NaN,NaN,3504.9508196721313,
4500000,4106.5,1789.4581280788177,2,2982,,1,1,0.57,0.53,,,NaN,,0.6119402985074627,,,NaN,,0.4864864864864865,,,NaN,,0.4915254237288136,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9322033898306,
4550000,3518.5582524271845,1780.995,2,2982,,1,1,0.5,0.645,,,NaN,,0.5396825396825397,,,NaN,,0.5975609756097561,,,NaN,,0.8363636363636363,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.890909090909,
4600000,3045.995,1391.32,2,2964.311557788945,,1,1,0.51,0.7839195979899497,,,NaN,,0.6521739130434783,,,NaN,,0.8289473684210527,,,NaN,,0.8888888888888888,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9868421052633,,NaN,NaN,NaN,3504.8518518518517,
4650000,2694,1421.13,2,2967,,1,1,0.545,0.815,,,NaN,,0.6756756756756757,,,NaN,,0.8333333333333334,,,NaN,,0.9666666666666667,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.85,
4700000,2491.6237623762377,1179.256157635468,2,3019.5,,1,1,0.56,0.92,,,NaN,,0.7619047619047619,,,NaN,,0.9850746268656716,,,NaN,,1,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9701492537315,,NaN,NaN,NaN,3504.9,
4750000,2461.286432160804,1089.1161616161617,2,2979.386934673367,,1,1,0.5,0.8994974874371859,,,NaN,,0.7777777777777778,,,NaN,,0.9375,,,NaN,,1,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9375,,NaN,NaN,NaN,3504.8888888888887,
4800000,2627,1367.4158415841584,2,3006.9504950495048,,1,1,0.555,0.8762376237623762,,,NaN,,0.6933333333333334,,,NaN,,0.96,,,NaN,,1,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.98,,NaN,NaN,NaN,3504.883116883117,
4850000,2863.7014925373132,1237.1827411167512,2,2979.6119402985073,,1,1,0.445,0.746268656716418,,,NaN,,0.5333333333333333,,,NaN,,0.7833333333333333,,,NaN,,0.9545454545454546,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.983333333333,,NaN,NaN,NaN,3504.8939393939395,
4900000,3241.948717948718,1745.050505050505,2,3017.075376884422,,1,1,0.515,0.6984924623115578,,,NaN,,0.5238095238095238,,,NaN,,0.6716417910447762,,,NaN,,0.8840579710144928,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9701492537315,,NaN,NaN,NaN,3504.8840579710145,
4950000,3726.222222222222,1715.5735294117646,2,3017.075376884422,,1,1,0.48,0.6381909547738693,,,NaN,,0.6461538461538462,,,NaN,,0.47619047619047616,,,NaN,,0.7746478873239436,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.957746478873,
5000000,4240.863636363636,1947.1144278606964,2,3029.5,,1,1,0.535,0.59,,,NaN,,0.5076923076923077,,,NaN,,0.6440677966101694,,,NaN,,0.618421052631579,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.8684210526317,
5050000,4892.383838383838,2307.4742268041236,2,2997,,1,1,0.495,0.55,,,NaN,,0.5492957746478874,,,NaN,,0.5,,,NaN,,0.5942028985507246,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.983333333333,,NaN,NaN,NaN,3504.9710144927535,
5100000,5490.863636363636,2368.373134328358,2,3002,,1,1,0.525,0.46766169154228854,,,NaN,,0.45901639344262296,,,NaN,,0.43037974683544306,,,NaN,,0.5245901639344263,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.987341772152,,NaN,NaN,NaN,3504.9180327868853,
5150000,6060.3451776649745,2413.3076923076924,2,3024.5,,1,1,0.46,0.57,,,NaN,,0.6229508196721312,,,NaN,,0.5797101449275363,,,NaN,,0.5142857142857142,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.985507246377,,NaN,NaN,NaN,3504.9142857142856,
5200000,6579.879396984925,3280.7272727272725,2,2972.1492537313434,,1,1,0.515,0.4975124378109453,,,NaN,,0.40789473684210525,,,NaN,,0.5573770491803278,,,NaN,,0.546875,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.890625,
5250000,7009.583756345178,3328.138613861386,2,3042.2010050251256,,1,1,0.57,0.5376884422110553,,,NaN,,0.559322033898305,,,NaN,,0.6153846153846154,,,NaN,,0.4533333333333333,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9333333333334,
5300000,7297.467336683417,3739.373737373737,2,3029.5,,1,1,0.56,0.53,,,NaN,,0.47540983606557374,,,NaN,,0.5970149253731343,,,NaN,,0.5138888888888888,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9583333333335,
5350000,7437.4975369458125,3483.2696078431372,2,3044.929292929293,,1,1,0.55,0.5151515151515151,,,NaN,,0.5892857142857143,,,NaN,,0.463768115942029,,,NaN,,0.5068493150684932,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.958904109589,
5400000,7462.585858585859,3187.472081218274,2,2989.5621890547263,,1,1,0.545,0.572139303482587,,,NaN,,0.6197183098591549,,,NaN,,0.53125,,,NaN,,0.5606060606060606,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.909090909091,
5450000,7282.995,3690.246305418719,2,2982,,1,1,0.485,0.545,,,NaN,,0.5285714285714286,,,NaN,,0.6029411764705882,,,NaN,,0.5,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.955882352941,,NaN,NaN,NaN,3504.8870967741937,
5500000,6913.803921568628,3403.9396984924624,2,3009.4257425742576,,1,1,0.54,0.5693069306930693,,,NaN,,0.5230769230769231,,,NaN,,0.6231884057971014,,,NaN,,0.5588235294117647,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.985507246377,,NaN,NaN,NaN,3504.955882352941,
5550000,6526,3011.889447236181,2,3004.5,,1,1,0.56,0.51,,,NaN,,0.5,,,NaN,,0.4745762711864407,,,NaN,,0.5492957746478874,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9830508474574,,NaN,NaN,NaN,3504.8732394366198,
5600000,5957.460396039604,2899.039024390244,2,3007.025125628141,,1,1,0.56,0.5829145728643216,,,NaN,,0.5362318840579711,,,NaN,,0.6101694915254238,,,NaN,,0.6056338028169014,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9830508474574,,NaN,NaN,NaN,3504.887323943662,
5650000,5410.930693069307,2609.925,2,3009.4626865671644,,1,1,0.49,0.5174129353233831,,,NaN,,0.6176470588235294,,,NaN,,0.4838709677419355,,,NaN,,0.4507042253521127,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9295774647885,
5700000,4779.369458128079,2260.688442211055,2,2989.5,,1,1,0.51,0.585,,,NaN,,0.6142857142857143,,,NaN,,0.5230769230769231,,,NaN,,0.6153846153846154,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.876923076923,
5750000,4147.2835820895525,2073.1127450980393,2,3007,,1,1,0.56,0.57,,,NaN,,0.4626865671641791,,,NaN,,0.625,,,NaN,,0.6231884057971014,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.913043478261,
5800000,3575.078431372549,1611.8291457286432,2,3014.6903553299494,,1,1,0.535,0.6294416243654822,,,NaN,,0.5645161290322581,,,NaN,,0.6176470588235294,,,NaN,,0.7014925373134329,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.970588235294,,NaN,NaN,NaN,3504.89552238806,
5850000,3128.630541871921,1623.025,2,2984.5,,1,1,0.525,0.705,,,NaN,,0.5211267605633803,,,NaN,,0.676923076923077,,,NaN,,0.9375,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9846153846156,,NaN,NaN,NaN,3504.9375,
5900000,2786,1386.4321608040202,2,3026.7524752475247,,1,1,0.56,0.8415841584158416,,,NaN,,0.6721311475409836,,,NaN,,0.8428571428571429,,,NaN,,0.9859154929577465,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9714285714285,,NaN,NaN,NaN,3504.8591549295775,
5950000,2513.542713567839,1333.9452736318408,2,2996.974874371859,,1,1,0.52,0.9045226130653267,,,NaN,,0.7868852459016393,,,NaN,,0.9240506329113924,,,NaN,,1,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.8813559322034,
6000000,2423.3980099502487,1340.530303030303,2,2944.7860696517414,,1,1,0.56,0.845771144278607,,,NaN,,0.7236842105263158,,,NaN,,0.875,,,NaN,,0.9811320754716981,,NaN,NaN,NaN,2504.9868421052633,,NaN,NaN,NaN,3004.972222222222,,NaN,NaN,NaN,3504.7924528301887,
6050000,2537.1608040201004,1283.8921568627452,2,3006.9751243781093,,1,1,0.585,0.9104477611940298,,,NaN,,0.8405797101449275,,,NaN,,0.9016393442622951,,,NaN,,0.9859154929577465,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.967213114754,,NaN,NaN,NaN,3504.8732394366198,
6100000,2757.7688442211056,1503.0969387755101,2,3044.929292929293,,1,1,0.5,0.8484848484848485,,,NaN,,0.6949152542372882,,,NaN,,0.8253968253968254,,,NaN,,0.9868421052631579,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.968253968254,,NaN,NaN,NaN,3504.8947368421054,
6150000,3173.5,1585.648514851485,2,2962.591133004926,,1,1,0.53,0.7044334975369458,,,NaN,,0.5,,,NaN,,0.7647058823529411,,,NaN,,0.9117647058823529,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9607843137255,,NaN,NaN,NaN,3504.8529411764707,
6200000,3650.423469387755,1724.4924623115578,2,2989.4371859296484,,1,1,0.51,0.5025125628140703,,,NaN,,0.4931506849315068,,,NaN,,0.41379310344827586,,,NaN,,0.5882352941176471,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.970588235294,
6250000,4165.928934010152,2099.418367346939,2,3019.5,,1,1,0.6,0.515,,,NaN,,0.5454545454545454,,,NaN,,0.4426229508196721,,,NaN,,0.547945205479452,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9836065573772,,NaN,NaN,NaN,3504.931506849315,
6300000,4753.995,2257.409090909091,2,2977,,1,1,0.545,0.535,,,NaN,,0.5068493150684932,,,NaN,,0.484375,,,NaN,,0.6190476190476191,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.873015873016,
6350000,5458.822335025381,2308.0731707317073,2,3002,,1,1,0.565,0.54,,,NaN,,0.5285714285714286,,,NaN,,0.5666666666666667,,,NaN,,0.5285714285714286,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.983333333333,,NaN,NaN,NaN,3504.942857142857,
6400000,5982.282828282829,3190.9137055837564,2,3042.40404040404,,1,1,0.62,0.5454545454545454,,,NaN,,0.4642857142857143,,,NaN,,0.6142857142857143,,,NaN,,0.5416666666666666,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9305555555557,
6450000,6482.787878787879,3277.0913705583757,2,2979.5,,1,1,0.58,0.485,,,NaN,,0.4794520547945205,,,NaN,,0.4603174603174603,,,NaN,,0.515625,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.921875,
6500000,6917.197969543147,3237.335,2,3017.075376884422,,1,1,0.6,0.507537688442211,,,NaN,,0.55,,,NaN,,0.5068493150684932,,,NaN,,0.4696969696969697,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.986301369863,,NaN,NaN,NaN,3504.9242424242425,
6550000,7241.5,3536.105527638191,2,2947.8128078817736,,1,1,0.555,0.5714285714285714,,,NaN,,0.5641025641025641,,,NaN,,0.5797101449275363,,,NaN,,0.5714285714285714,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.910714285714,
6600000,7466.5,3618.445,2,3009.5757575757575,,1,1,0.55,0.46464646464646464,,,NaN,,0.5373134328358209,,,NaN,,0.4262295081967213,,,NaN,,0.42857142857142855,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9714285714285,
6650000,7442.3034825870645,3452.835,2,2969.5,,1,1,0.46,0.54,,,NaN,,0.43283582089552236,,,NaN,,0.5822784810126582,,,NaN,,0.6111111111111112,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.987341772152,,NaN,NaN,NaN,3504.8518518518517,
6700000,7318.995,3257.7425742574255,2,3021.9004975124376,,1,1,0.535,0.5422885572139303,,,NaN,,0.49206349206349204,,,NaN,,0.5522388059701493,,,NaN,,0.5774647887323944,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.943661971831,
6750000,6976.277227722772,3200.3399014778324,2,2967,,1,1,0.54,0.49,,,NaN,,0.5352112676056338,,,NaN,,0.5,,,NaN,,0.42105263157894735,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.972222222222,,NaN,NaN,NaN,3504.9473684210525,
6800000,6598.0298507462685,3373.923469387755,2,2994.5,,1,1,0.515,0.485,,,NaN,,0.5066666666666667,,,NaN,,0.4528301886792453,,,NaN,,0.4861111111111111,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9811320754716,,NaN,NaN,NaN,3504.902777777778,
6850000,6060.925742574257,2870.6881188118814,2,3032,,1,1,0.565,0.545,,,NaN,,0.6785714285714286,,,NaN,,0.5657894736842105,,,NaN,,0.4117647058823529,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9736842105262,,NaN,NaN,NaN,3504.9411764705883,
6900000,5457.431372549019,2839.372549019608,2,3027,,1,1,0.565,0.49,,,NaN,,0.4126984126984127,,,NaN,,0.53125,,,NaN,,0.5205479452054794,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.984375,,NaN,NaN,NaN,3504.904109589041,
6950000,4895.044776119403,2566.781094527363,2,3016.9253731343283,,1,1,0.52,0.5422885572139303,,,NaN,,0.5072463768115942,,,NaN,,0.5614035087719298,,,NaN,,0.56,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9466666666667,
7000000,4218.21568627451,2053.4242424242425,2,2994.4242424242425,,1,1,0.44,0.5353535353535354,,,NaN,,0.5294117647058824,,,NaN,,0.5538461538461539,,,NaN,,0.5230769230769231,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9692307692308,,NaN,NaN,NaN,3504.876923076923,
7050000,3656,1754.6146341463414,2,3014.5,,1,1,0.545,0.56,,,NaN,,0.532258064516129,,,NaN,,0.43661971830985913,,,NaN,,0.7164179104477612,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9701492537315,
7100000,3209.467661691542,1354.171717171717,2,3014.3152709359606,,1,1,0.49,0.7241379310344828,,,NaN,,0.5797101449275363,,,NaN,,0.8166666666666667,,,NaN,,0.7837837837837838,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.983333333333,,NaN,NaN,NaN,3504.9054054054054,
7150000,2843.896551724138,1218.3316582914572,2,2989.373737373737,,1,1,0.6,0.8080808080808081,,,NaN,,0.7301587301587301,,,NaN,,0.7402597402597403,,,NaN,,0.9827586206896551,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.974025974026,,NaN,NaN,NaN,3504.896551724138,
7200000,2546,1230.6633663366338,2,2979.2727272727275,,1,1,0.51,0.8434343434343434,,,NaN,,0.6388888888888888,,,NaN,,0.9206349206349206,,,NaN,,1,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9841269841268,,NaN,NaN,NaN,3504.873015873016,
7250000,2458.228855721393,1126.894472361809,2,2992.09900990099,,1,1,0.53,0.9455445544554455,,,NaN,,0.855072463768116,,,NaN,,0.9852941176470589,,,NaN,,1,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.985294117647,,NaN,NaN,NaN,3504.8615384615387,
7300000,2529.757575757576,1234.569306930693,2,2999.5124378109454,,1,1,0.565,0.8805970149253731,,,NaN,,0.696969696969697,,,NaN,,0.9571428571428572,,,NaN,,0.9846153846153847,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.957142857143,,NaN,NaN,NaN,3504.892307692308,
7350000,2724.095477386935,1158.8265306122448,2,2967,,1,1,0.54,0.845,,,NaN,,0.6753246753246753,,,NaN,,0.9166666666666666,,,NaN,,0.9841269841269841,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.95,,NaN,NaN,NaN,3504.8253968253966,
7400000,3105.5,1488.171568627451,2,3042.2010050251256,,1,1,0.53,0.7437185929648241,,,NaN,,0.5344827586206896,,,NaN,,0.7014925373134329,,,NaN,,0.9459459459459459,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.8783783783783,
7450000,3605.0050505050503,1865.6767676767677,2,3004.5,,1,1,0.515,0.615,,,NaN,,0.6176470588235294,,,NaN,,0.5714285714285714,,,NaN,,0.6521739130434783,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.942028985507,
7500000,4093.340101522843,1985.7171717171718,2,2982,,1,1,0.52,0.485,,,NaN,,0.4861111111111111,,,NaN,,0.421875,,,NaN,,0.546875,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.921875,
7550000,4677.737373737374,2050.225,2,2999.5124378109454,,1,1,0.49,0.5074626865671642,,,NaN,,0.3939393939393939,,,NaN,,0.6,,,NaN,,0.5230769230769231,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9857142857145,,NaN,NaN,NaN,3504.9076923076923,
7600000,5326.842639593909,2732.8333333333335,2,2966.824120603015,,1,1,0.485,0.47738693467336685,,,NaN,,0.4647887323943662,,,NaN,,0.49295774647887325,,,NaN,,0.47368421052631576,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.8947368421054,
7650000,5884.710659898477,2596.0867346938776,2,3002,,1,1,0.525,0.5522388059701493,,,NaN,,0.6,,,NaN,,0.5245901639344263,,,NaN,,0.5285714285714286,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9,
