tick,loadFromX,loadFromY,meanLatencyFromY,meanLatencyFromZ,meanAvailabilityFromY,meanAvailabilityFromZ,zCapacity,poolSize,poolUsage,meanQueueWaitTime,queueSize,enqueueCount,queueRejectCount,meanTriesPerRequest
5000,104,104,2.048076923076923,336.85714285714283,0,0.1326530612244898,153,Infinity,-1,0.9230769230769231,-1,104,0,1
10000,104,104,2.0384615384615383,344.25,0.009615384615384616,0.2403846153846154,153,Infinity,-1,0.9326923076923077,-1,104,0,1
15000,104,104,2.0673076923076925,343.09708737864077,0.057692307692307696,0.2524271844660194,153,Infinity,-1,0.9326923076923077,-1,104,0,1
20000,104,104,2.048076923076923,336.5238095238095,0.019230769230769232,0.19047619047619047,153,Infinity,-1,0.9519230769230769,-1,104,0,1
25000,104,104,2.019230769230769,338.5882352941176,0.057692307692307696,0.19607843137254902,153,Infinity,-1,0.9711538461538461,-1,104,0,1
30000,104,104,2.0961538461538463,338.28846153846155,0.08653846153846154,0.22115384615384615,153,Infinity,-1,0.9038461538461539,-1,104,0,1
35000,104,104,2.0384615384615383,336.20754716981133,0.038461538461538464,0.24528301886792453,153,Infinity,-1,0.9519230769230769,-1,104,0,1
40000,104,104,2.076923076923077,340.8333333333333,0.07692307692307693,0.22549019607843138,153,Infinity,-1,0.9134615384615384,-1,104,0,1
45000,104,104,2.0384615384615383,341.75,0.08653846153846154,0.21153846153846154,153,Infinity,-1,0.9615384615384616,-1,104,0,1
50000,104,103,2.019230769230769,334.2307692307692,0.09615384615384616,0.19230769230769232,153,Infinity,-1,0.9611650485436893,-1,104,0,1
55000,103,104,2.058252427184466,339.91346153846155,0.13592233009708737,0.16346153846153846,153,Infinity,-1,0.9326923076923077,-1,103,0,1
60000,104,104,2.0673076923076925,335,0.07692307692307693,0.27884615384615385,153,Infinity,-1,0.9326923076923077,-1,104,0,1
65000,104,104,2.048076923076923,339.95238095238096,0.16346153846153846,0.2,153,Infinity,-1,0.9326923076923077,-1,104,0,1
70000,104,104,2.0576923076923075,342.6990291262136,0.14423076923076922,0.21359223300970873,153,Infinity,-1,0.9326923076923077,-1,104,0,1
75000,104,104,2.048076923076923,333,0.14423076923076922,0.23076923076923078,153,Infinity,-1,0.9519230769230769,-1,104,0,1
80000,104,104,2.048076923076923,339.33653846153845,0.10576923076923077,0.2403846153846154,153,Infinity,-1,0.9519230769230769,-1,104,0,1
85000,104,104,2.0384615384615383,334.4423076923077,0.22115384615384615,0.5384615384615384,153,Infinity,-1,0.9519230769230769,-1,104,0,1
90000,104,104,2.0384615384615383,336.36538461538464,0.2692307692307692,0.47115384615384615,153,Infinity,-1,0.9615384615384616,-1,104,0,1
95000,104,104,2.019230769230769,338.375,0.25,0.47115384615384615,153,Infinity,-1,0.9615384615384616,-1,104,0,1
