tick,loadFromX,loadFromY,meanLatencyFromY,meanLatencyFromZ,meanAvailabilityFromY,meanAvailabilityFromZ,throughput,zCapacity
1550000,0,6,1546763,33302.25,0.75,0.75,4,300
1551000,0,11,1547742.5714285714,31533.428571428572,0.8571428571428571,0.8571428571428571,7,300
1552000,0,9,1548711.8333333333,22218.333333333332,1,1,6,300
1553000,0,7,1549936.875,30482,0.875,0.875,8,300
1554000,0,12,1551020.6666666667,29553.666666666668,1,1,9,300
1555000,0,8,1551873.75,22212.5,1,1,8,300
1556000,0,9,1552857.5,29610.5,1,1,6,300
1557000,0,13,1553867.6363636365,30254.090909090908,0.9090909090909091,0.9090909090909091,11,300
1558000,0,9,1554690,30201.25,0.875,0.875,8,300
1559000,0,11,1555740.6363636365,26204.454545454544,0.9090909090909091,0.9090909090909091,11,300
1560000,0,14,1556831.5454545454,28020.454545454544,0.9090909090909091,0.9090909090909091,11,300
1561000,0,12,1557717.7142857143,24992.85714285714,0.8571428571428571,0.8571428571428571,7,300
1562000,0,11,1558805.5,30491.375,1,1,8,300
1563000,0,12,1559860.375,38328,1,1,8,300
1564000,0,11,1560754,24702.88888888889,0.8888888888888888,0.8888888888888888,9,300
1565000,0,13,1561719.9,26629.6,1,1,10,300
1566000,0,12,1562820.0909090908,26234.81818181818,0.9090909090909091,0.9090909090909091,11,300
1567000,0,5,1563950.3333333333,29623.333333333332,0.8333333333333334,0.8333333333333334,6,300
1568000,0,11,1564973.142857143,28508,0.8571428571428571,0.8571428571428571,7,300
1569000,0,8,1566005.1666666667,32849.666666666664,0.8333333333333334,0.8333333333333334,6,300
1570000,0,5,1566705.5,22192,1,1,4,300
1571000,0,9,1567867.875,27608.25,0.75,0.75,8,300
1572000,0,8,1568665.875,30357.5,0.875,0.875,8,300
1573000,0,9,1569881.5,27736.5,1,1,8,300
1574000,0,9,1570845.4285714286,31733.14285714286,1,1,7,300
1575000,0,7,1571758.5714285714,25181.285714285714,1,1,7,300
1576000,0,12,1572756,27543,1,1,12,300
1577000,0,9,1573774.857142857,22215.714285714286,1,1,7,300
1578000,0,11,1574749.7142857143,28339,1,1,7,300
1579000,0,11,1575907.5555555555,26979.88888888889,0.8888888888888888,0.8888888888888888,9,300
1580000,0,11,1576819.5555555555,24479.11111111111,1,1,9,300
1581000,0,11,1577812.6666666667,24226.777777777777,1,1,9,300
1582000,0,12,1578672.3333333333,29133,0.8888888888888888,0.8888888888888888,9,300
1583000,0,13,1579825.3076923077,27088.846153846152,0.9230769230769231,0.9230769230769231,13,300
1584000,0,11,1580850,35897,0.5,0.5,8,300
1585000,0,10,1581830.888888889,31765.444444444445,0.7777777777777778,0.7777777777777778,9,300
1586000,0,13,1582702.5454545454,26031.18181818182,0.8181818181818182,0.8181818181818182,11,300
1587000,0,12,1583747.6666666667,26985.333333333332,1,1,9,300
1588000,0,11,1584796.4285714286,22190.714285714286,1,1,7,300
1589000,0,6,1585643.8,26390.8,1,1,5,300
1590000,0,11,1586833.3333333333,29606.333333333332,0.8333333333333334,0.8333333333333334,6,300
1591000,0,8,1587667,33066.666666666664,1,1,6,300
1592000,0,6,1588772.3333333333,25873.666666666668,1,1,6,300
1593000,0,7,1589776.3333333333,25683.333333333332,0.8333333333333334,0.8333333333333334,6,300
1594000,0,11,1590639.142857143,24999.85714285714,0.8571428571428571,0.8571428571428571,7,300
1595000,0,8,1591830.5,27739.5,1,1,4,300
1596000,0,8,1592706.6,26628.2,1,1,5,300
1597000,0,8,1593909.2,22170,1,1,5,300
1598000,0,11,1594638.25,27441,1,1,4,300
1599000,0,11,1595670.7777777778,26972.11111111111,0.7777777777777778,0.7777777777777778,9,300
1600000,0,9,1596843.4285714286,28312.571428571428,1,1,7,300
1601000,0,11,1597682,31540.285714285714,0.8571428571428571,0.8571428571428571,7,300
1602000,0,14,1598740.7692307692,27026.23076923077,1,1,13,300
1603000,0,10,1599827.6,24142.6,1,1,10,300
1604000,0,11,1600788.3,26375.9,0.9,0.9,10,300
1605000,0,12,1601794.4444444445,26871.222222222223,1,1,9,300
