tick,loadFromX,loadFromY,meanLatencyFromY,meanLatencyFromZ,meanAvailabilityFromY,meanAvailabilityFromZ,throughput,zCapacity
1719000,0,9,1714633.2,22208.4,0.7,0.7,10,300
1720000,0,12,1715616.8181818181,21934.909090909092,0.9090909090909091,0.9090909090909091,11,300
1721000,0,7,1716760.142857143,21994.571428571428,0.8571428571428571,0.8571428571428571,7,300
1722000,0,10,1717520.4,21940.2,0.7,0.7,10,300
1723000,0,11,1718634.2727272727,21981.636363636364,0.6363636363636364,0.6363636363636364,11,300
1724000,0,6,1719462.6666666667,22016.166666666668,0.3333333333333333,0.3333333333333333,6,300
1725000,0,12,1720698.8333333333,21757.916666666668,0.5833333333333334,0.5833333333333334,12,300
1726000,0,12,1721625.25,21975.166666666668,0.8333333333333334,0.8333333333333334,12,300
1727000,0,8,1722662.625,22156,0.75,0.75,8,300
1728000,0,15,1723625.4375,22093.625,0.8125,0.8125,16,300
1729000,0,12,1724643.3636363635,22068.81818181818,0.7272727272727273,0.7272727272727273,11,300
1730000,0,13,1725626.3846153845,21997.923076923078,0.5384615384615384,0.5384615384615384,13,300
1731000,0,11,1726729.7272727273,22067.454545454544,0.7272727272727273,0.7272727272727273,11,300
1732000,0,11,1727741.2727272727,21940.909090909092,0.7272727272727273,0.7272727272727273,11,300
1733000,0,7,1728647.2857142857,22176.714285714286,1,1,7,300
1734000,0,9,1729596.7777777778,22057.555555555555,0.6666666666666666,0.6666666666666666,9,300
1735000,0,8,1730628.875,22024.625,0.875,0.875,8,300
1736000,0,10,1731708.9,21951.7,0.8,0.8,10,300
1737000,0,11,1732693.8333333333,22159.916666666668,0.6666666666666666,0.6666666666666666,12,300
1738000,0,10,1733619.2222222222,22044.88888888889,0.8888888888888888,0.8888888888888888,9,300
1739000,0,6,1734400.5,22015.833333333332,0.5,0.5,6,300
1740000,0,12,1735478.9166666667,21974.416666666668,0.6666666666666666,0.6666666666666666,12,300
1741000,0,7,1736707.857142857,22039.714285714286,0.7142857142857143,0.7142857142857143,7,300
1742000,0,10,1737530.6,22155.8,0.7,0.7,10,300
1743000,0,8,1738552.75,22007.5,0.25,0.25,8,300
1744000,0,11,1739559,22066.18181818182,0.8181818181818182,0.8181818181818182,11,300
1745000,0,9,1740620.888888889,22194,0.4444444444444444,0.4444444444444444,9,300
1746000,0,12,1741495.8333333333,21775.833333333332,0.6666666666666666,0.6666666666666666,12,300
1747000,0,8,1742720.25,21890,0.625,0.625,8,300
1748000,0,13,1743638.3076923077,21870.46153846154,0.6153846153846154,0.6153846153846154,13,300
1749000,0,8,1744552.75,21900,0.75,0.75,8,300
1750000,0,12,1745525.8333333333,22192.25,0.5,0.5,12,300
1751000,0,12,1746600.4166666667,22198.166666666668,0.75,0.75,12,300
1752000,0,16,1747634.625,22016,0.5625,0.5625,16,300
1753000,0,9,1748785.6666666667,22068.333333333332,0.4444444444444444,0.4444444444444444,9,300
1754000,0,9,1749574.4444444445,22174.444444444445,0.8888888888888888,0.8888888888888888,9,300
1755000,0,8,1750477.25,22198.25,0.875,0.875,8,300
1756000,0,9,1751545.7777777778,22199.222222222223,0.4444444444444444,0.4444444444444444,9,300
1757000,0,10,1752658.9,22198.5,0.9,0.9,10,300
1758000,0,8,1753793.25,22036,0.625,0.625,8,300
1759000,0,12,1754525.25,22094.666666666668,0.5833333333333334,0.5833333333333334,12,300
1760000,0,11,1755593.8181818181,22074.090909090908,0.7272727272727273,0.7272727272727273,11,300
1761000,0,9,1756430,21899.333333333332,0.5555555555555556,0.5555555555555556,9,300
1762000,0,7,1757573.142857143,22210.85714285714,0.7142857142857143,0.7142857142857143,7,300
1763000,0,8,1758653,22185.75,0.625,0.625,8,300
1764000,0,11,1759615.9090909092,22179.090909090908,0.7272727272727273,0.7272727272727273,11,300
1765000,0,7,1760553.4285714286,22010.85714285714,0.42857142857142855,0.42857142857142855,7,300
1766000,0,12,1761624.6666666667,22205.583333333332,0.5,0.5,12,300
1767000,0,8,1762613,22035,0.75,0.75,8,300
1768000,0,12,1763494.5833333333,22067.583333333332,0.6666666666666666,0.6666666666666666,12,300
1769000,0,8,1764384.25,21880.375,0.75,0.75,8,300
1770000,0,11,1765539.1818181819,22053,0.9090909090909091,0.9090909090909091,11,300
1771000,0,11,1766451.1818181819,22185.090909090908,0.6363636363636364,0.6363636363636364,11,300
1772000,0,12,1767613.25,22050.25,0.75,0.75,12,300
1773000,0,11,1768600.2727272727,22059.636363636364,0.6363636363636364,0.6363636363636364,11,300
1774000,0,12,1769496.6666666667,22182.416666666668,0.8333333333333334,0.8333333333333334,12,300
1775000,0,9,1770362.111111111,22055.555555555555,0.6666666666666666,0.6666666666666666,9,300
1776000,0,13,1771417.642857143,22115.714285714286,0.42857142857142855,0.42857142857142855,14,300
1777000,0,8,1772433.857142857,22187.428571428572,0.7142857142857143,0.7142857142857143,7,300
1778000,0,10,1773564.3,21930.2,0.8,0.8,10,300
1779000,0,8,1774444,22039.375,0.875,0.875,8,300
1780000,0,7,1775488.7142857143,21989.571428571428,0.8571428571428571,0.8571428571428571,7,300
1781000,0,13,1776441.9285714286,22185.785714285714,0.7857142857142857,0.7857142857142857,14,300
1782000,0,9,1777547,22186.88888888889,0.7777777777777778,0.7777777777777778,9,300
1783000,0,13,1778420.3333333333,22075.083333333332,0.75,0.75,12,300
1784000,0,6,1779539.8333333333,22198.833333333332,0.8333333333333334,0.8333333333333334,6,300
1785000,0,9,1780552.4444444445,21876,0.7777777777777778,0.7777777777777778,9,300
1786000,0,7,1781401.2857142857,22161.285714285714,0.8571428571428571,0.8571428571428571,7,300
1787000,0,11,1782460,22087.636363636364,0.6363636363636364,0.6363636363636364,11,300
1788000,0,10,1783573.0909090908,22048.727272727272,0.6363636363636364,0.6363636363636364,11,300
1789000,0,10,1784534.888888889,22058.777777777777,1,1,9,300
1790000,0,11,1785539.2727272727,22175.81818181818,0.5454545454545454,0.5454545454545454,11,300
1791000,0,12,1786502.8333333333,21751.833333333332,0.5833333333333334,0.5833333333333334,12,300
1792000,0,8,1787621.375,22172.75,0.5,0.5,8,300
1793000,0,10,1788414.3636363635,22087.81818181818,0.5454545454545454,0.5454545454545454,11,300
1794000,0,11,1789553.7,22054.8,0.7,0.7,10,300
1795000,0,13,1790447.3846153845,21912.923076923078,0.7692307692307693,0.7692307692307693,13,300
1796000,0,12,1791489.6666666667,22054.583333333332,0.5833333333333334,0.5833333333333334,12,300
1797000,0,10,1792408.2,22076.1,0.9,0.9,10,300
1798000,0,11,1793447.2727272727,22189.909090909092,0.5454545454545454,0.5454545454545454,11,300
1799000,0,10,1794467.6,21949.2,0.9,0.9,10,300
1800000,0,7,1795552.125,22186.75,0.625,0.625,8,300
1801000,0,10,1796529.2222222222,22193.777777777777,0.6666666666666666,0.6666666666666666,9,300
