tick,loadFromX,loadFromY,meanLatencyFromY,meanLatencyFromZ,meanAvailabilityFromY,meanAvailabilityFromZ,zCapacity,poolSize,poolUsage,meanQueueWaitTime,queueSize,enqueueCount,queueRejectCount,meanTriesPerRequest
5000,215,214,219.45853658536586,217.3658536585366,0.5560975609756098,0.5560975609756098,149,Infinity,-1,0.1542056074766355,-1,214,0,1
10000,214,214,225.53271028037383,223.44392523364485,0.5186915887850467,0.5186915887850467,149,Infinity,-1,0.13551401869158877,-1,215,0,1
15000,214,215,220.5581395348837,218.43720930232558,0.5627906976744186,0.5627906976744186,149,Infinity,-1,0.16744186046511628,-1,214,0,1
20000,214,214,224.44131455399062,222.33802816901408,0.49295774647887325,0.49295774647887325,149,Infinity,-1,0.1308411214953271,-1,214,0,1
25000,214,214,221.46511627906978,219.37209302325581,0.49767441860465117,0.49767441860465117,149,Infinity,-1,0.10747663551401869,-1,214,0,1
30000,214,214,221.0186046511628,218.90697674418604,0.4790697674418605,0.4790697674418605,149,Infinity,-1,0.14485981308411214,-1,214,0,1
35000,214,214,218.79906542056074,216.7196261682243,0.4766355140186916,0.4766355140186916,149,Infinity,-1,0.11682242990654206,-1,214,0,1
40000,214,214,220.74881516587678,218.64928909952607,0.4928909952606635,0.4928909952606635,149,Infinity,-1,0.11214953271028037,-1,214,0,1
45000,214,214,220.39069767441862,218.31627906976743,0.4697674418604651,0.4697674418604651,149,Infinity,-1,0.12149532710280374,-1,214,0,1
50000,214,214,219.79439252336448,217.68691588785046,0.5280373831775701,0.5280373831775701,149,Infinity,-1,0.14018691588785046,-1,214,0,1
55000,214,214,221.4158878504673,219.30373831775702,0.5233644859813084,0.5233644859813084,149,Infinity,-1,0.12149532710280374,-1,214,0,1
60000,214,214,221.76279069767443,219.646511627907,0.4186046511627907,0.4186046511627907,149,Infinity,-1,0.11682242990654206,-1,214,0,1
65000,214,214,224.47685185185185,222.375,0.4351851851851852,0.4351851851851852,149,Infinity,-1,0.14953271028037382,-1,214,0,1
70000,214,214,214.4882629107981,212.34272300469485,0.4225352112676056,0.4225352112676056,149,Infinity,-1,0.1542056074766355,-1,214,0,1
75000,214,214,220.981220657277,218.86854460093898,0.568075117370892,0.568075117370892,149,Infinity,-1,0.11682242990654206,-1,214,0,1
80000,214,214,221.34579439252337,219.2289719626168,0.49065420560747663,0.49065420560747663,149,Infinity,-1,0.1588785046728972,-1,214,0,1
85000,215,214,221.04205607476635,218.94392523364485,0.5420560747663551,0.5420560747663551,149,Infinity,-1,0.14018691588785046,-1,214,0,1
90000,214,214,214.0841121495327,211.98598130841123,0.5046728971962616,0.5046728971962616,149,Infinity,-1,0.14018691588785046,-1,215,0,1
95000,214,215,216.50697674418603,214.4,0.5023255813953489,0.5023255813953489,149,Infinity,-1,0.13488372093023257,-1,214,0,1
100000,214,214,215.7417840375587,213.64788732394365,0.5023474178403756,0.5023474178403756,149,Infinity,-1,0.102803738317757,-1,214,0,1
105000,214,214,218.8271028037383,216.71495327102804,0.4485981308411215,0.4485981308411215,149,Infinity,-1,0.1588785046728972,-1,214,0,1
110000,214,214,224.28837209302327,222.15348837209302,0.5209302325581395,0.5209302325581395,149,Infinity,-1,0.14018691588785046,-1,214,0,1
115000,214,214,216.22641509433961,214.1509433962264,0.5094339622641509,0.5094339622641509,149,Infinity,-1,0.10747663551401869,-1,214,0,1
120000,214,214,218.37209302325581,216.26511627906976,0.4697674418604651,0.4697674418604651,149,Infinity,-1,0.14485981308411214,-1,214,0,1
125000,214,214,217.45794392523365,215.35046728971963,0.5046728971962616,0.5046728971962616,149,Infinity,-1,0.11682242990654206,-1,214,0,1
130000,214,214,225.28837209302327,223.15813953488373,0.4511627906976744,0.4511627906976744,149,Infinity,-1,0.19158878504672897,-1,214,0,1
135000,214,214,221.5906976744186,219.52558139534884,0.5488372093023256,0.5488372093023256,149,Infinity,-1,0.09345794392523364,-1,214,0,1
140000,214,214,219.88625592417063,217.81042654028437,0.5402843601895735,0.5402843601895735,149,Infinity,-1,0.11682242990654206,-1,214,0,1
