tick,loadFromX,loadFromY,meanLatencyFromY,meanLatencyFromZ,meanAvailabilityFromY,meanAvailabilityFromZ,zCapacity,poolSize,poolUsage,meanQueueWaitTime,queueSize,enqueueCount,queueRejectCount,meanTriesPerRequest,meanResponseP1Availability,meanResponseP2Availability,meanResponseP3Availability,meanResponseP1Latency,meanResponseP2Latency,meanResponseP3Latency,meanResponseGFastLatency,meanResponseGMediumLatency,meanResponseGSlowLatency,meanResponseGFastAvailability,meanResponseGMediumAvailability,meanResponseGSlowAvailability
5000,311,311,248.25423728813558,246.19661016949152,0.7152542372881356,0.7152542372881356,500,Infinity,-1,0.09003215434083602,-1,311,0,1,0.6896551724137931,0.7676767676767676,0.6875,247.83620689655172,251.26262626262627,255.6375,NaN,NaN,NaN,NaN,NaN,NaN
10000,310,310,248.9258064516129,246.80967741935484,0.7612903225806451,0.7612903225806451,500,Infinity,-1,0.13870967741935483,-1,310,0,1,0.7346938775510204,0.7735849056603774,0.7735849056603774,257.1530612244898,253,245.3490566037736,NaN,NaN,NaN,NaN,NaN,NaN
15000,310,310,245.13141025641025,243.00320512820514,0.7243589743589743,0.7243589743589743,500,Infinity,-1,0.15806451612903225,-1,310,0,1,0.7159090909090909,0.7685185185185185,0.6896551724137931,249.88636363636363,242.28703703703704,251.57758620689654,NaN,NaN,NaN,NaN,NaN,NaN
20000,310,310,253.50324675324674,251.3961038961039,0.7142857142857143,0.7142857142857143,500,Infinity,-1,0.12258064516129032,-1,310,0,1,0.7021276595744681,0.7155963302752294,0.7238095238095238,251.82978723404256,258.6330275229358,257.9142857142857,NaN,NaN,NaN,NaN,NaN,NaN
25000,310,310,254.0192926045016,251.91961414790995,0.7041800643086816,0.7041800643086816,500,Infinity,-1,0.10967741935483871,-1,310,0,1,0.7142857142857143,0.6915887850467289,0.7079646017699115,255,255.5607476635514,259.4424778761062,NaN,NaN,NaN,NaN,NaN,NaN
30000,310,310,253.94838709677418,251.83870967741936,0.7258064516129032,0.7258064516129032,500,Infinity,-1,0.1032258064516129,-1,310,0,1,0.7419354838709677,0.7021276595744681,0.7282608695652174,254.2258064516129,263.468085106383,253.33695652173913,NaN,NaN,NaN,NaN,NaN,NaN
35000,311,311,249.67207792207793,247.5974025974026,0.75,0.75,500,Infinity,-1,0.0932475884244373,-1,311,0,1,0.7403846153846154,0.7142857142857143,0.797979797979798,254.46153846153845,247.9142857142857,255.31313131313132,NaN,NaN,NaN,NaN,NaN,NaN
40000,310,310,246.16613418530352,244.07348242811503,0.7635782747603834,0.7635782747603834,500,Infinity,-1,0.12580645161290321,-1,310,0,1,0.751937984496124,0.7525773195876289,0.7931034482758621,249.2170542635659,250.98969072164948,246.33333333333334,NaN,NaN,NaN,NaN,NaN,NaN
45000,310,310,252.45928338762215,250.3615635179153,0.7133550488599348,0.7133550488599348,500,Infinity,-1,0.11935483870967742,-1,310,0,1,0.7422680412371134,0.6578947368421053,0.75,252.5463917525773,262.10526315789474,249.92708333333334,NaN,NaN,NaN,NaN,NaN,NaN
50000,310,310,253.31948881789137,251.22044728434506,0.7348242811501597,0.7348242811501597,500,Infinity,-1,0.10967741935483871,-1,310,0,1,0.7692307692307693,0.73,0.7064220183486238,256.9230769230769,253.47,257.79816513761466,NaN,NaN,NaN,NaN,NaN,NaN
55000,310,310,250.7,248.6225806451613,0.7354838709677419,0.7354838709677419,500,Infinity,-1,0.09032258064516129,-1,310,0,1,0.7619047619047619,0.7428571428571429,0.7,254.45714285714286,254.0857142857143,251.96,NaN,NaN,NaN,NaN,NaN,NaN
60000,310,310,248.524115755627,246.43729903536976,0.7427652733118971,0.7427652733118971,500,Infinity,-1,0.1032258064516129,-1,310,0,1,0.7352941176470589,0.7254901960784313,0.7663551401869159,251.68627450980392,252.81372549019608,249.60747663551402,NaN,NaN,NaN,NaN,NaN,NaN
65000,310,310,247.41479099678457,245.3183279742765,0.7331189710610932,0.7331189710610932,500,Infinity,-1,0.1032258064516129,-1,310,0,1,0.6826923076923077,0.7604166666666666,0.7567567567567568,249.45192307692307,251.40625,249.94594594594594,NaN,NaN,NaN,NaN,NaN,NaN
70000,311,311,251.27035830618894,249.185667752443,0.749185667752443,0.749185667752443,500,Infinity,-1,0.10932475884244373,-1,311,0,1,0.7619047619047619,0.75,0.7346938775510204,249.9047619047619,261.0769230769231,251.1122448979592,NaN,NaN,NaN,NaN,NaN,NaN
75000,310,310,249.0859872611465,247.0031847133758,0.7165605095541401,0.7165605095541401,500,Infinity,-1,0.10967741935483871,-1,310,0,1,0.7788461538461539,0.6697247706422018,0.7029702970297029,254.69230769230768,248.6880733944954,252.5148514851485,NaN,NaN,NaN,NaN,NaN,NaN
80000,310,310,247.8181818181818,245.7305194805195,0.737012987012987,0.737012987012987,500,Infinity,-1,0.1,-1,310,0,1,0.6530612244897959,0.8,0.7523809523809524,251.62244897959184,242.89523809523808,257.42857142857144,NaN,NaN,NaN,NaN,NaN,NaN
85000,310,310,249.2258064516129,247.14193548387098,0.23548387096774193,0.23548387096774193,500,Infinity,-1,0.12580645161290321,-1,310,0,1,0.27450980392156865,0.19047619047619047,0.24271844660194175,251.1764705882353,251.4,253.7864077669903,NaN,NaN,NaN,NaN,NaN,NaN
90000,310,310,249.35369774919613,247.2411575562701,0.2315112540192926,0.2315112540192926,500,Infinity,-1,0.12903225806451613,-1,310,0,1,0.2912621359223301,0.1827956989247312,0.21739130434782608,255.81553398058253,248.98924731182797,251.55652173913043,NaN,NaN,NaN,NaN,NaN,NaN
95000,310,310,254.8673139158576,252.7799352750809,0.24271844660194175,0.24271844660194175,500,Infinity,-1,0.1032258064516129,-1,310,0,1,0.2736842105263158,0.23423423423423423,0.22330097087378642,258.46315789473687,258.85585585585585,255.90291262135923,NaN,NaN,NaN,NaN,NaN,NaN
100000,311,311,249.81229773462783,247.6990291262136,0.2168284789644013,0.2168284789644013,500,Infinity,-1,0.13504823151125403,-1,311,0,1,0.25773195876288657,0.21212121212121213,0.18584070796460178,257.6185567010309,246.22222222222223,254.05309734513276,NaN,NaN,NaN,NaN,NaN,NaN
105000,310,310,251.76375404530745,249.67637540453075,0.22653721682847897,0.22653721682847897,500,Infinity,-1,0.1,-1,310,0,1,0.205607476635514,0.2018348623853211,0.27956989247311825,252.6728971962617,257.41284403669727,253.6451612903226,NaN,NaN,NaN,NaN,NaN,NaN
110000,310,310,248.9171974522293,246.80891719745222,0.2229299363057325,0.2229299363057325,500,Infinity,-1,0.12903225806451613,-1,310,0,1,0.23,0.19298245614035087,0.25,249.96,251.3421052631579,254.13,NaN,NaN,NaN,NaN,NaN,NaN
115000,310,310,251.06840390879478,248.98045602605862,0.24429967426710097,0.24429967426710097,500,Infinity,-1,0.0967741935483871,-1,310,0,1,0.2222222222222222,0.21904761904761905,0.2912621359223301,254.6060606060606,250.7047619047619,256.56310679611653,NaN,NaN,NaN,NaN,NaN,NaN
120000,310,310,253.03205128205127,250.92628205128204,0.2724358974358974,0.2724358974358974,500,Infinity,-1,0.12580645161290321,-1,310,0,1,0.2708333333333333,0.2894736842105263,0.2549019607843137,257.9166666666667,254.59649122807016,255.38235294117646,NaN,NaN,NaN,NaN,NaN,NaN
125000,310,310,248.2741935483871,246.16129032258064,0.24193548387096775,0.24193548387096775,500,Infinity,-1,0.11935483870967742,-1,310,0,1,0.24347826086956523,0.27956989247311825,0.20588235294117646,255.16521739130434,243.30107526881721,253.72549019607843,NaN,NaN,NaN,NaN,NaN,NaN
130000,311,311,249.29773462783172,247.1747572815534,0.22653721682847897,0.22653721682847897,500,Infinity,-1,0.12218649517684887,-1,311,0,1,0.18627450980392157,0.18421052631578946,0.3225806451612903,253.14705882352942,249.89473684210526,253.83870967741936,NaN,NaN,NaN,NaN,NaN,NaN
135000,310,310,245.10289389067523,243.0257234726688,0.2315112540192926,0.2315112540192926,500,Infinity,-1,0.1064516129032258,-1,310,0,1,0.1836734693877551,0.25225225225225223,0.2549019607843137,246.90816326530611,248.6036036036036,248.33333333333334,NaN,NaN,NaN,NaN,NaN,NaN
140000,310,310,252.80769230769232,250.72115384615384,0.23717948717948717,0.23717948717948717,500,Infinity,-1,0.12258064516129032,-1,310,0,1,0.3181818181818182,0.17391304347826086,0.20909090909090908,257.75454545454545,253.34782608695653,255.5909090909091,NaN,NaN,NaN,NaN,NaN,NaN
145000,310,310,249.78064516129032,247.67096774193547,0.25161290322580643,0.25161290322580643,500,Infinity,-1,0.12580645161290321,-1,310,0,1,0.3263157894736842,0.21359223300970873,0.22321428571428573,250.45263157894738,257.5339805825243,250.01785714285714,NaN,NaN,NaN,NaN,NaN,NaN
150000,310,310,247.6537216828479,245.5728155339806,0.28802588996763756,0.28802588996763756,500,Infinity,-1,0.1,-1,310,0,1,0.32941176470588235,0.24545454545454545,0.2982456140350877,250.7764705882353,248.05454545454546,252.78070175438597,NaN,NaN,NaN,NaN,NaN,NaN
